dataID	context	indices_target_token	indices_target_sentence	lemma
121_(John 17:21)	We find it expressed in the prayer raised to the Father before the Passion: that all may be one. That is what Jesus wanted: the unity of all! The devil - we know - is the father of division, the one who always divides, always makes war, does so much evil.	76:95	0:255	that all may be one
107_(John 17:21)	This spirit of communion between the bishop and all his priests must be fostered, so that they may be for the faithful examples of the unity desired by Christ: that all may be one	160:179	0:179	that all may be one
112_(John 17:21)	Paul's words to the community of Corinth, by one Spirit we were all baptized into one body, seem to form a counterpoint to Christ's prayer: As you, Father, are in me, and I in you, I pray that all may be one	188:207	0:207	that all may be one
103_(John 17:21)	Jesus himself, at the hour of his Passion, prayed that all may be one. This unity, which the Lord has bestowed on his Church and in which he wishes to embrace all people, is not something added on, but stands at the very heart of Christ's mission	50:69	0:246	that all may be one
126_(John 17:21)	One Big Church is a social network of churches collaborating together in community to answer Jesus' prayer 2,000 years ago, that all may be one	124:143	0:143	that all may be one
101_(John 17:21)	Pray unceasingly so that what seems impossible by the standards of human logic will be made possible by God, who offers his powerful assistance. Bing to fulfilment the commandment of his Son: that all may be one	192:211	0:211	that all may be one
119_(John 17:21)	The priestly prayer of Jesus at the Last Supper that all may be one judges every one of our divisions around the Bread broken, around the sacrament of mercy, the sign of unity, the bond of charity.	48:67	0:197	that all may be one
115_(John 17:21)	In the face of so much suffering, where the authentic development of our peoples is assessed, we experience the priestly prayer of Jesus: that all may be one. How many people every day are exercising patience and offering hope, taking care to sow not panic but a shared responsibility	138:157	0:284	that all may be one
116_(John 17:21)	In these days, let us pray together so that Jesus' desire may be accomplished that all may be one: unity, which is always superior to conflict.	78:97	0:143	that all may be one
128_(John 17:21)	Lifting up his eyes to heaven, Jesus prayed, saying: "Holy Father, keep them in your name that you have given me, so that all may be one just as we are."	117:136	0:153	that all may be one
113_(John 17:21)	By constantly meditating on God's word, Sr Elisabeth was confirmed in her resolve to work and pray that all may be one	99:118	0:118	that all may be one
132_(John 17:21)	This year too we are called to pray, that all Christians may return to being one family, consistent with the divine will that that all may be one	126:145	0:145	that all may be one
108_(John 17:21)	With trust in God, with charity, with constancy we can help to hasten the fulfilment of the divine Master's ardent desire that all may be one 	122:141	0:142	that all may be one
125_(John 17:21)	Stephen Tomkins interviewed scores of people for his book That All May Be One: The story of the United Reformed Church. These are some of the memories they shared of the founding of the URC in 1972	58:77	0:197	that all may be one
123_(John 17:21)	The quest for union with God and for unity within the fraternal community concerns religious life and thus, in an exemplary way, achieves the prayer of the Lord that all may be one	161:180	0:180	that all may be one
104_(John 17:21)	that all may be one so that the world may believe that you have sent me. The communion of all particular Churches with the Church of Rome: a necessary condition for unity	0:19	0:170	that all may be one
117_(John 17:21)	Friendship is the surest way to achieve unity between Christians, for therein we see the face of Christ himself, who calls us no longer servants but friends and who prays that that all may be one.	176:195	0:196	that all may be one
129_(John 17:21)	He asks him that all may be one, so that the world may believe. This is what comforts us and inspires us to be one with Jesus, and thus to pray: Grant us the gift of unity.	12:31	0:172	that all may be one
127_(John 17:21)	Welcome to The Ultimate All Christians Internet! http://christernet.net Jesus Last Wish - that all may be One just as You Father are in Me and I in You	90:109	0:151	that all may be one
111_(John 17:21)	Since the lack of unity among Christians continues to hinder the growth of God's Kingdom, we must work all the harder to bring about the realization of the Lord's prayer that all may be one	170:189	0:189	that all may be one
105_(John 17:21)	Mistrust and hostility arose between Christians, in contradiction with the fervent desire of our Lord Jesus Christ who prayed that all may be one.	126:145	0:146	that all may be one
133_(John 17:21)	What is more, we realized that, because we belong to him, we can no longer think that each can go his own way, for that would betray his will that all may be one	142:161	0:161	that all may be one
109_(John 17:21)	With hope and confidence let us continue to work together to realize the Lord's desire: that all may be one.	88:107	0:108	that all may be one
106_(John 17:21)	He had become so identified with our Saviour that no longer did he live, but Christ lived in him (Cf. Gal. 2: 20), and so his desire was the same as Christ's: that all may be one	159:178	0:178	that all may be one
102_(John 17:21)	In this way, she gave the institute a clear orientation towards prayer and reparation with an ecumenical emphasis, in union with Jesus' prayer at the Last Supper: that all may be one; even as you, Father, are in me, and I in you	163:182	0:228	that all may be one
122_(John 17:21)	The ultimate aim of your charism coincides with the intention that Jesus presented to the Father in his final great prayer: that that all may be one	129:148	0:148	that all may be one
124_(John 17:21)	Whenever I read "that all may be one", I think of St. John Paul II's beautiful encyclical on ecumenical relations, "Ut unum sint" (Latin for that all may be one.) Always worth rereading.	17:36	0:186	that all may be one
110_(John 17:21)	At the same time the Jubilee challenges us to acknowledge, in a spirit of sorrow and repentance, the divisions which have arisen between us during this millennium, in open contradiction to the will of the Lord who prayed that all may be one	221:240	0:240	that all may be one
120_(John 17:21)	Contrary to the growing consumerist individualism that tends to isolate us in a quest for well-being apart from others, our path to holiness can only make us identify all the more with Jesus' prayer that all may be one	199:218	0:218	that all may be one
131_(John 17:21)	Jesus asks the Father to preserve the unity of his disciples, so that all may be one	65:84	0:84	that all may be one
118_(John 17:21)	In the Gospel we have just heard, Jesus prays to the Father that all may be one	60:79	0:79	that all may be one
130_(John 17:21)	It is a time dedicated to prayer for the unity of all the baptized, according to the will of Christ: that all may be one	101:120	0:120	that all may be one
114_(John 17:21)	On this day we especially recall the words of Jesus' priestly prayer: that all may be one, even as you, Father, are in me and I in you, that they also may be one in us, so that the world may believe that you have sent me	70:89	0:220	that all may be one
