identifier1	identifier2	annotator	judgment	comment	lemma	timestamp
215_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	AndreaMariaC	1.908339956179542		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.5197205757665581		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.5197205757665581		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.5197205757665581		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	AndreaMariaC	1.908339956179542		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.5197205757665581		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.5197205757665581		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c1	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
218_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c1	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
215_(1 Corinthians 13:4)-c1	218_(1 Corinthians 13:4)-c1	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	218_(1 Corinthians 13:4)-c1	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	218_(1 Corinthians 13:4)-c1	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
210_(1 Corinthians 13:4)-c1	218_(1 Corinthians 13:4)-c1	AndreaMariaC	1.908339956179542		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c2	218_(1 Corinthians 13:4)-c1	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
218_(1 Corinthians 13:4)-c2	218_(1 Corinthians 13:4)-c1	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
215_(1 Corinthians 13:4)-c2	218_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.5197205757665581		Love_is_patient_love_is_kind	
215_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	210_(1 Corinthians 13:4)-c2	AndreaMariaC	1.908339956179542		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	210_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.5197205757665581		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.5197205757665581		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c2	210_(1 Corinthians 13:4)-c2	AndreaMariaC	1.908339956179542		Love_is_patient_love_is_kind	
217_(1 Corinthians 13:4)-c2	210_(1 Corinthians 13:4)-c2	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	213_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.5197205757665581		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	213_(1 Corinthians 13:4)-c2	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	213_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.5197205757665581		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	213_(1 Corinthians 13:4)-c2	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	216_(1 Corinthians 13:4)-c2	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	216_(1 Corinthians 13:4)-c2	AndreaMariaC	0.694309690206492		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	216_(1 Corinthians 13:4)-c2	AndreaMariaC	-1.7337508417396081		Love_is_patient_love_is_kind	
