dataID	context	indices_target_token	indices_target_sentence	lemma
1084_(Proverbs 27:5)	They are yes men until they have enough information to become turncoats. It is a process that repeats throughout history. Better is open rebuke than hidden love.	122:160	0:161	Better is open rebuke than hidden love
1081_(Proverbs 27:5)	You don’t understand the meaning of loyalty. Better is open rebuke than hidden love. This is how the society has been designed , when you rebuke someone in the public they called it disgrace lol 😆, how can we move on as a country	45:83	0:229	Better is open rebuke than hidden love
1101_(Proverbs 27:5)	"Better is open rebuke than hidden love. Faithful are the wounds of a friend; profuse are the kisses of an enemy."Got a good and needed dose of this today. Thankful for faithful wounds.	1:39	0:185	Better is open rebuke than hidden love
1082_(Proverbs 27:5)	Am I now your enemy because I tell you the truth? 🤣 Pardon, if I was speaking on a topic, I’d appreciate someone correcting me if I was misspeaking. Check out Proverbs 27:5, Better is open rebuke than hidden love.	174:212	0:213	Better is open rebuke than hidden love
1106_(Proverbs 27:5)	Better is open rebuke than hidden love. Wounds from a friend can be trusted, but an enemy multiplies kisses. So does with this saying: It’s better to be slapped by the truth than kissed with a lie.(Russian proverb) REPENT, FOR THE COMING OF THE LORD IS NEAR	0:38	0:257	Better is open rebuke than hidden love
1095_(Proverbs 27:5)	CORRECT YOUR LOVED ONES. BETTER IS OPEN REBUKE THAN HIDDEN LOVE	25:63	0:63	Better is open rebuke than hidden love
1092_(Proverbs 27:5)	It is possible to disagree and maintain true fellowship. Better is open rebuke than hidden love	57:95	0:95	Better is open rebuke than hidden love
1102_(Proverbs 27:5)	Better is open rebuke than hidden love. Faithful are the wounds of a friend; but the kisses of an enemy are deceitful. Your friend is in the wrong and instead of correcting him you lash out. You have fallen into the trap of Jesse Kelly Rino Tribalism.	0:38	0:251	Better is open rebuke than hidden love
1108_(Proverbs 27:5)	Enemies encourage bad decisions, while good friends tell you the truth even if it hurts. Better is open rebuke than hidden love! Wounds from a sincere friend are better than many kisses from an enemy.	89:127	0:200	Better is open rebuke than hidden love
1094_(Proverbs 27:5)	Better is open rebuke than hidden love. Faithful are the wounds of a friend. Profuse are the kisses of an enemy. Beware of people who encourage you down a destructive path.	0:38	0:172	Better is open rebuke than hidden love
1085_(Proverbs 27:5)	Try being kind to the people who fit the description of wicked in the Bible, they would mosh you down with remorse. Than come back and tell us if you regretted it or not. Better is open rebuke than hidden love.	171:209	0:210	Better is open rebuke than hidden love
