lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
all_things_work_together_for_good				371_(Romans 8:28)-c1		What is your why? My personal 'why' statement in life is to use the talents that God has gifted me to positively influence young girls...all things work together for good	137:170	0:170
all_things_work_together_for_good				375_(Romans 8:28)-c2		All things work together for good? Plans to prosper me & not to harm me? The death of our only baby & my husband's suicide were part of a plan not to harm us? So many verses make me sick to my stomach now.	0:33	0:205
all_things_work_together_for_good				374_(Romans 8:28)-c2		It's been five-plus years since I lost my daughter to suicide. This is one where the verse all things work together for good to them that love God, to them who are the called according to his purpose rings hollow. Did I not love God enough? What good came out of her death?	91:124	0:273
all_things_work_together_for_good				361_(Romans 8:28)-c1		God is not done with Trump. Trump will serve his second election. And we know, all things work together for good.	79:112	0:113
all_things_work_together_for_good				373_(Romans 8:28)-c2		God bless you. I will forever be grateful for the Ukraine UA Russia RU war BCus it has opened my eyes and taught me how to do spiritual warfare. I understand it better. Indeed all things work together for good.	176:209	0:210
all_things_work_together_for_good				372_(Romans 8:28)-c2		all things work together for good. Perhaps this variant (Omicron) will help reinforce the necessary herd immunity in the Dominican Republic.	0:33	0:140
all_things_work_together_for_good				366_(Romans 8:28)-c2		All things work together for good. We don't need FEAR man/women or man/women created diseases like covid. HAVE FAITH	0:33	0:116
all_things_work_together_for_good				362_(Romans 8:28)-c2		Ok. Covid 19 has us behind the 8-ball a bit, but we know that "All things work together for good to those who love the Lord!" 	63:96	0:126
all_things_work_together_for_good				367_(Romans 8:28)-c1		If we are called according to God's purpose and know that all things work together for good because we love God, why should we be bothered by anything bad?	58:91	0:155
all_things_work_together_for_good				361_(Romans 8:28)-c2		All things work together for good...Nothing Goes To Waste, even the Covid 19 crisis. Everything that man does, that's meant for evil, God will use it for good.	0:33	0:159
all_things_work_together_for_good				368_(Romans 8:28)-c2		A lot of work places laid off staff this year. It could be the Covid lockdown effect but in case you happen to be a victim remember that All things work together for good to them that love God	137:170	0:192
all_things_work_together_for_good				363_(Romans 8:28)-c1		Replying to @PapiTrump. We know, all things work together for good. We love you! TRUMP ❤️ 😍🙏🌌 🌌🌌 ❌ 😍📍 best president ever!	33:66	0:122
all_things_work_together_for_good				369_(Romans 8:28)-c1		The Bible says, All things work together for good to those who love God, to those who are the called according to His purpose. Why do we have beggars then? Why do we have helpless victims? Why is there injustice? What are they for?	16:49	0:231
all_things_work_together_for_good				364_(Romans 8:28)-c1		All things work together for good for those who serve the Lord. Trump has no trouble getting air time & has a war chest. 	0:33	0:121
all_things_work_together_for_good				368_(Romans 8:28)-c1		Happy Sunday! While living an earthly life we don't always understand the why of things, good or bad, that happen. But, with Jesus as your Savior, you have the knowledge that all things work together for good for those who love the Lord!!	175:208	0:238
all_things_work_together_for_good				374_(Romans 8:28)-c1		Thank the Lord for Joe Biden!!! Turkey is fleeing towards Russia & Iran. Global war is nigh & Global collapse. And we know that all things work together for good to them that love God. Rapture is pretty good to me :)	128:161	0:216
all_things_work_together_for_good				370_(Romans 8:28)-c1		why don't you lose hope when things don't go your way?? For those who loves God all things work together for good. So pick up your cross and follow Jesus 😍😉7 ❌ Pray because God is hearing	80:113	0:187
all_things_work_together_for_good				365_(Romans 8:28)-c2		Sounds like the war with the unseen enemy, COVID 19, can really make us who truly we are like her. ... for those who love God all things work together for good	126:159	0:159
all_things_work_together_for_good				372_(Romans 8:28)-c1		How so. Most of my Christian friends believe that ALL THINGS work together for good & God's will, even war, pestilence, a women being raped and conciving a child. How do you know this vaccine is not God's will and for his glory?	50:83	0:228
all_things_work_together_for_good				370_(Romans 8:28)-c2		Covid has been very hard, but I have to say this, it also opened up a lot of peoples eyes to Jesus. A lot of people found Christ because of this. Just like the bible says ALL things work together for good, to those who love God and are the called according to his purpose. 	171:204	0:273
all_things_work_together_for_good				371_(Romans 8:28)-c2		We have to Thank God for covid 19... And we know that ALL THINGS work together for good to them that love God, to them who are the called according to his purpose.	54:87	0:163
all_things_work_together_for_good				362_(Romans 8:28)-c1		Trump having chosen this traitor Pence as VP is similar to Jesus choosing Judas as a disciple. The devil will always follow through with evil for future changes to be made for good. All things work together for good....	182:215	0:219
all_things_work_together_for_good				366_(Romans 8:28)-c1		After reading President Trump’s truth about his possible arrest, I realized you can protest by praying. Pray for President Trump to be protected. Pray for the truth to prevail over lies & for justice to prevail over injustice. And remember that all things work together for good.	245:278	0:279
all_things_work_together_for_good				373_(Romans 8:28)-c1		Remembering that winning a battle or losing a battle is not victory until the war is over all things work together for good means he won't lose the war.	90:123	0:152
all_things_work_together_for_good				367_(Romans 8:28)-c2		All things work together for good...I read an article on why the impact (severe illness)of the Covid 19 pandemic remains markedly lower in Sub-Saharan Africa compared to the Americas, Europe, and Asia.	0:33	0:201
all_things_work_together_for_good				375_(Romans 8:28)-c1		Poland joining the war against Russia is certainly the best news ever for Ukraine. All things work together for good for those who pray!	83:116	0:136
all_things_work_together_for_good				363_(Romans 8:28)-c2		If we truly believe that "all things work together for good to them that love God", then we should have an expectation that even the COVID-19 crisis can be used for God to move.	26:59	0:177
all_things_work_together_for_good				364_(Romans 8:28)-c2		We remember that all things work together for good for those who love God. In light of this, and with the Covid lockdowns in our rearview mirror, let us consider some of the lessons that came out of the oppressive months of the lockdowns.	17:50	0:238
all_things_work_together_for_good				369_(Romans 8:28)-c2		Indeed all things work together for good. Covid opened our eyes and brought us together.	7:40	0:88
all_things_work_together_for_good				365_(Romans 8:28)-c1		Not a christian? It says in the Bible "all things work together for good, to them who love the lord". Trump claims he's a Christian so he should follow the Bible and put his trust in god.	39:72	0:187
