dataID	context	indices_target_token	indices_target_sentence	lemma
26_(Psalm 121:7)-c2	The more you read the word of God is the more that you will see that it's filled with powerful promises. Promises of protection like those found in Psalm: The Lord will keep you from all harm	155:191	0:191	The Lord will keep you from all harm
15_(Psalm 121:7)-c1	A man who is protected by God is covered... You are under Divine Cover. Remember: The Lord will keep you from all harm; he will watch over your life	82:118	0:148	The Lord will keep you from all harm
21_(Psalm 121:7)-c1	As we are going out this morning, I pray for you all that the lord locates you with preservation, blessings and unending favour 🙏🏾 It  Is Time 🔥🔥🔥🔥🔥🔥🔥 The Lord will keep you from all harm, if you let him. He is our Shepherd we shall not want.	151:187	0:242	The Lord will keep you from all harm
18_(Psalm 121:7)-c1	The lord will watch over your life; he will watch over your coming and going both now and forevermore. He will provide the strength and peace we need to make it through any test. The devil will flee from you because the Lord will keep you from all harm	216:252	0:252	The Lord will keep you from all harm
16_(Psalm 121:7)-c2	The best life insurance is found in God, who whatch over your life. The Lord will keep you from all harm	68:104	0:104	The Lord will keep you from all harm
17_(Psalm 121:7)-c1	The Lord will keep you from all harm and danger. He will keep you in good health, provide for your NEED, and grant you divine guidance in all that you do in Jesus mighty name. Trust in the lord and he shall provide!	0:36	0:215	The Lord will keep you from all harm
28_(Psalm 121:7)-c2	the lord is thy keeper, the lord is thy shade upon thy right hand. the sun shall not harm you by day, nor the moon by night. the lord will keep you from all evil; he will keep your soul	125:161	0:185	The Lord will keep you from all harm
22_(Psalm 121:7)-c1	The Lord will keep you from all harm. I declare that in all things, You are my strength and my shield. You alone are my unshakable refuge and fortress. You protect me from all harm, as promised in your Word. In Jesus Name ,Amen	0:36	0:227	The Lord will keep you from all harm
24_(Psalm 121:7)-c2	Through Christ, you can break the chains of sin. The Lord will keep you from all harm. The Lord will watch over your coming and going both now and forevermore. His boundless love and grace offer the strength to overcome any temptation and turn away from the paths of darkness.	49:85	0:276	The Lord will keep you from all harm
27_(Psalm 121:7)-c2	Psalm 121:7 says, The Lord will keep you from all harm. This month, you will be exempted from all troubles, challenges, battles, and any lies of the enemies. You will be safe and secure, and no harm will come to you. May the Lord protect you and keep you safe from all harm and danger in Jesus' name. Amen	18:54	0:305	The Lord will keep you from all harm
16_(Psalm 121:7)-c1	Here's a declaration for you; God's come to save me. I will trust in Him and not be afraid! The Lord Himself watches over you. Standing beside you as your protective shade. The Lord will keep you from all harm, constantly. He's constantly watching over you as you come and go! ❤️	173:209	0:279	The Lord will keep you from all harm
22_(Psalm 121:7)-c2	The Lord will keep you from all harm. Evil may come to affect a child of God, but the LORD shall preserve their soul.	0:36	0:117	The Lord will keep you from all harm
20_(Psalm 121:7)-c2	We implore God to provide divine protection for all children worldwide, guarding them from harm and shielding them from evil during their most vulnerable moments. The Lord will keep you from all harm	163:199	0:199	The Lord will keep you from all harm
19_(Psalm 121:7)-c2	The Lord will keep you from all harm. I proclaim in the name of the living God that perpetual safety and security are my portion and inheritance in Jesus' name.	0:36	0:160	The Lord will keep you from all harm
26_(Psalm 121:7)-c1	Let's Thank God for Being Our Constant Keeper. The Lord will keep you from all harm	47:83	0:83	The Lord will keep you from all harm
23_(Psalm 121:7)-c2	The Lord will keep you from all harm. No harm will come over you in Jesus's Name!	0:36	0:81	The Lord will keep you from all harm
19_(Psalm 121:7)-c1	The LORD will KEEP you from all HARM: The singer had great confidence in God's protecting power.	0:36	0:96	The Lord will keep you from all harm
27_(Psalm 121:7)-c1	GOD is our surest place of safety, the One in whose care the sun will not harm by day, nor the moon by night. The Lord will keep you from all harm. GOD as our shade does vividly reassure us that, whatever comes our way, our lives are held in His watchful care.	110:146	0:260	The Lord will keep you from all harm
29_(Psalm 121:7)-c1	Even during these hard times, God has assured us safety. He will preserve us. The Lord will keep you from all harm	78:114	0:114	The Lord will keep you from all harm
20_(Psalm 121:7)-c1	May you and your family dwell in divine security and peace. No evil shall befall you neither shall harm come near your dwelling place. The Lord will be a fire roundabout you and keep evil far away from you, the Lord will keep you from all harm, amen. Good morning to y'all❤️🌹	207:243	0:275	The Lord will keep you from all harm
17_(Psalm 121:7)-c2	God will protect us on our journey through life and watch over our life. The Lord will keep you from all harm	73:109	0:109	The Lord will keep you from all harm
28_(Psalm 121:7)-c1	I proclaim in the name of the living God that perpetual safety and security are my portion and inheritance in Jesus' name: The Lord will keep you from all harm	123:159	0:159	The Lord will keep you from all harm
25_(Psalm 121:7)-c2	The lord watches over you, the lord is your shield at your right hand, the sun will not harm you by day nor the moon by night, the Lord will keep you from all harm, he will watch over your life the lord will protect your coming and your going both now and forever.	127:163	0:264	The Lord will keep you from all harm
24_(Psalm 121:7)-c1	May the Lord wrap His arms around you and keep you safe in His love. May angels encamp around you and protect you from all harm and every deceiver. I pray the Lord releases a blessing that will make up for everything you lost… I pray health and peace over you… IN JESUS' NAME: The Lord will keep you from all harm	277:313	0:313	The Lord will keep you from all harm
25_(Psalm 121:7)-c1	The Lord will keep you from all harm. When we understand God as our Mighty Keeper, we can see the significant picture that He is our protector, our guardian, the One who watches over, and the One who takes care of us! Praise the Lord!	0:36	0:234	The Lord will keep you from all harm
21_(Psalm 121:7)-c2	The Lord will keep you from all harm. I'm so thankful for God's hand of protection, strength, and mercy. The LORD is my strength and shield.	0:36	0:140	The Lord will keep you from all harm
18_(Psalm 121:7)-c2	That's a comforting and reassuring promise to hold on to. God is our shepherd and our defender. The Lord will keep you from all harm	96:132	0:132	The Lord will keep you from all harm
29_(Psalm 121:7)-c2	The Lord will keep you from all harm; He watch over your coming and going both now and forevermore. The Lord is our guardian, keeper, protector, giving constant care over our lives. A life held by His love and presence. Be faithful, humble, obedient and trust Him.	0:36	0:264	The Lord will keep you from all harm
23_(Psalm 121:7)-c1	Because you have made the Lord, who is  my refuge, even the Most High, your dwelling place, mo evil shall befall you, nor shall any plague come near your dwelling. While we may not be immune to all disease and danger, The Lord will keep you from all harm.	218:254	0:255	The Lord will keep you from all harm
15_(Psalm 121:7)-c2	God is Good and protects us 🙌 The Lord will keep you from all harm	30:66	0:66	The Lord will keep you from all harm
