dataID	context	indices_target_token	indices_target_sentence	lemma
515_(2 Corinthians 5:17)-c1	"IN CHRIST WE ARE MADE NEW" Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come.	28:134	0:135	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
524_(2 Corinthians 5:17)-c2	00:00. Come let us pray 😍🙏🌌🙏 Even when I don't see it, You're working. When I can't feel it, You're working, You never stop working. "Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come." Have a blessed Wednesday 🌌	112:218	0:269	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
524_(2 Corinthians 5:17)-c1	"Therefore, if anyone is in Christ, the new creation has come: The old has passed away; behold, the new has come!" Let's embrace new beginnings and new opportunities to make a positive impact in the world. 	6:112	0:206	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
521_(2 Corinthians 5:17)-c2	Need for Inner Change. Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. ❤️ SHARE WITH SOMEONE ❤️ **READ GOD'S WORD DAILY**	23:129	0:181	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
525_(2 Corinthians 5:17)-c1	Gods creation is absolutely amazing - Metamorphosis; Egg, caterpillar 😍, chrysalis, ❤️!"Therefore, if anyone is in Christ, he is a new creation; The old has passed away; behold, the new has come." 	88:194	0:197	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
522_(2 Corinthians 5:17)-c1	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. Come to Christ as you are but you don't stay as you are. When you believe in Christ you become a new creature. Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come.	0:106	0:326	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
515_(2 Corinthians 5:17)-c2	"Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come." No matter what you've done till now, whether cultism, prostitution, robbery, etc. Jesus is ready to forgive and cleanse you now.	1:107	0:238	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
512_(2 Corinthians 5:17)-c2	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. Christians are more than just forgiven. God has caused us to be born again as new creations!	0:106	0:200	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
512_(2 Corinthians 5:17)-c1	Therefore, if anyone is in Christ, he is a new creation; The old has passed away; behold, the new has come. Oh! Don't we love new things? This should be something to cheer you up. In Christ, there are no upgrades but new things.	0:106	0:228	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
513_(2 Corinthians 5:17)-c2	We know that our old self was crucified with Him in order that the body of sin might be brought to nothing, so that we would no longer be enslaved to sin. Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come	155:261	0:261	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
513_(2 Corinthians 5:17)-c1	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. What if they had that new mind set and guarded their hearts and they were able to identify those certain men?	0:106	0:217	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
514_(2 Corinthians 5:17)-c2	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. Those who live in spiritual light have a renewed character. Now, when we sin, we cannot rest. We cannot just forget our sin, but immediately we repent and turn from that sin and receive the Lord's forgiveness.	0:106	0:317	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
522_(2 Corinthians 5:17)-c2	Enjoy this Thursday with the Lord; Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come. Blessings, 😍🙏 go	35:141	0:159	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
516_(2 Corinthians 5:17)-c1	"Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come." Every body was living in the old nature of Adam & EVE until Jesus came. His death & resurrection has abolished the nature of Adam.	1:107	0:240	Therefore, if anyone is in Christ, he is a new creation. The old has passed away; behold, the new has come
