lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
the_truth_will_set_you_free				618_(John 8:32)-c1		Ever since #Jesus said "the truth will set you free", each and everyone misuses that word to manipulate never to come freedoms of their own.	24:51	0:140
the_truth_will_set_you_free				624_(John 8:32)-c1		Jesus is the reason we have freedom. Unfortunately, Christians do not understand how to walk in it... It takes making a decision to walk and live the word of God. And ye will know the truth, and the truth will set you free.	195:222	0:223
the_truth_will_set_you_free				626_(John 8:32)-c2		There is no darkness in Christ Jesus! The true winner of the presidential elections is our president. Only the truth will set you free. No shaking.	107:134	0:147
the_truth_will_set_you_free				628_(John 8:32)-c2		If you are a #True follower of #Christ, know that some that you once called #Brother/#Sister will betray you in these last days. The truth will set you free. The Bible is so-called Black, Hispanic, and Native American History book	129:156	0:230
the_truth_will_set_you_free				616_(John 8:32)-c2		A lie can never be the truth, no matter how many times it's repeated. Only the truth will dispel the darkness around it. Become an explosion of truth, wherever you are. Expose the darkness with the light of God's truth." And ye you will know the truth, and the truth will set you free."	257:284	0:286
the_truth_will_set_you_free				628_(John 8:32)-c1		It says in John 8:32, "The truth will set you free." Tell the truth brother and be freed from the shackles of that football franchise.	23:50	0:134
the_truth_will_set_you_free				617_(John 8:32)-c1		This is one of the reasons why the So-called Black community is the way it is. We Hate The #TRUTH. Don't you know that the truth will set you free. The Bible is so-called Black, Hispanic, and Native American History book	119:146	0:220
the_truth_will_set_you_free				622_(John 8:32)-c1		💯 there is no reason the lie ever. As I get older the more I realize that the truth will set you free. Don't try to manipulate anybody just be yourself and all will turn out right whatever way it's supposed to be.	75:102	0:213
the_truth_will_set_you_free				616_(John 8:32)-c1		Thank you. No thought is bad! If the repetitive negative self talk is coming process it out completely. At the end of the tunnel of bad thoughts there is always the truth. Indeed, the truth will set you free. Live without repetitive negative self talk.	184:207	0:252
the_truth_will_set_you_free				618_(John 8:32)-c2		The truth will set you free.Tell the world what you know about the fraudulent election. Everyone knows that there were fraudulent votes.	0:27	0:136
the_truth_will_set_you_free				623_(John 8:32)-c1		Lord. I am so blessed. You made me free from sin, fear and death. Now I'm in your presence with a heart full of joy. Thank you so much Lord. The truth will set you free.	141:168	0:169
the_truth_will_set_you_free				627_(John 8:32)-c1		Free will is unforced choice. We must distinguish free will and Christian freedom. You will know the truth and the truth will set you free.	111:138	0:139
the_truth_will_set_you_free				621_(John 8:32)-c2		Don't feel sad. Subject every claim to facts and figures. The Bible says"And you will know the truth, and the truth will set you free." Stick to the truth.	106:133	0:155
the_truth_will_set_you_free				625_(John 8:32)-c1		"And you will know the truth, and the truth will set you free." Praise the lord. We will all be free from centuries of unjust cruel brutal subjugation	34:61	0:150
the_truth_will_set_you_free				621_(John 8:32)-c1		Ever since #Jesus said that «the truth will set you free», each and everyone misuses that word to manipulate never to come freedoms of their own.	29:56	0:145
the_truth_will_set_you_free				630_(John 8:32)-c1		"And you shall know the truth, and the truth will set you free." Interesting. And so the number of 'decision trees' and/or type of decision trees available seems to depend on one's relationship with Christ - the Truth.	35:62	0:218
the_truth_will_set_you_free				625_(John 8:32)-c2		The truth will set you free. Always say your truth if you really believe it. I've always said I'm a good debater because I let the facts speak for themselves and do the hard work. 	0:27	0:180
the_truth_will_set_you_free				620_(John 8:32)-c1		It's illogical to attempt to reconcile the truth with every man and his dog's beliefs. Seek the truth. "Then you will know the truth, and the truth will set you free."	138:165	0:167
the_truth_will_set_you_free				619_(John 8:32)-c1		The world can twist & shout lies but we Believers in Christ know the real truth that sets us free! "And you will know the truth, and the truth will set you free."	133:160	0:162
the_truth_will_set_you_free				626_(John 8:32)-c1		In the midst of all deceptions and fake news, it is critical to know the TRUTH that will set us all to godly FREEDOM. Our Father promised thru His Son, "and you will know the truth, and the truth will set you free."	186:213	0:215
the_truth_will_set_you_free				629_(John 8:32)-c2		Telling and knowing the truth itself is a virtue that we need to have as humans. Jesus says "And you will know the truth, and the truth will set you free"	126:153	0:154
the_truth_will_set_you_free				617_(John 8:32)-c2		If you knew the meaning of love u would not cover it with lies you would speak the truth. God hates the deeds not the person. John 8:32 says "And you will know the truth, and the truth will set you free."#Speaktruthnotlies . Love speaks truth	175:202	0:242
the_truth_will_set_you_free				629_(John 8:32)-c1		Fear. Fear is used to manipulate people to act violently towards a target, make people fear someone or something and you can control their actions. If you don't want to be controlled you should seek to understand what you are told you should fear. The truth will set you free	248:275	0:275
the_truth_will_set_you_free				630_(John 8:32)-c2		The truth will set you free!Right? Or do you prefer bed time stories? Reality sucks, everyone was once again manipulated. Wake up.	0:27	0:130
the_truth_will_set_you_free				620_(John 8:32)-c2		you will know the truth, and the truth will set you free. There is a significant difference between truth and facts - I am talking about the truth as revealed in the person of Jesus Christ and written in the scriptures. Facts are information presented as reality, but they may not be from scripture: biblical truth is eternal, but facts are temporal; biblical truth is absolute, but facts are changing; biblical truth is always true, but facts may not be true. As a believer in Jesus, biblical truth will change your life and set you free.	29:56	0:539
the_truth_will_set_you_free				624_(John 8:32)-c2		you will know the truth, and the truth will set you free. This is a wonderful promise that can be taken seriously.	29:56	0:114
the_truth_will_set_you_free				619_(John 8:32)-c2		Whether I'm told I'm beautiful or I'm told I'm hideous, I can take it to the feet of Jesus and rest in what He's already said about me. His Word is freeing. "You will know the truth and the truth will set you free."	186:213	0:215
the_truth_will_set_you_free				627_(John 8:32)-c2		"The truth will set you free." Some priests might lose sight of their purpose, but seeking the genuine is worth the effort. Don't be deceived by mere appearances; seek the path of authenticity and let truth prevail.	1:28	0:215
the_truth_will_set_you_free				623_(John 8:32)-c2		This is your big chance Donny, all you have to do is bring all your evidence the election was rigged, that would prove you didn't lie to the entire world, you may have a legitimate defense on some of the charges. The truth will set you free	213:240	0:240
the_truth_will_set_you_free				622_(John 8:32)-c2		Ignorance isn't bliss, it's bondage. "And you will know the truth and the truth will set you free." ☀ 	70:97	0:102
