lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				423_(Proverbs 12:25)-c2		"I hope that my thoughts & prayers for you will show how much I love you & appreciate you. This is a amazing bible verse for you. ""Anxiety weighs down the heart, but a kind word cheers it up."""	130:189	0:191
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				428_(Proverbs 12:25)-c1		Take my worries, Jesus, and give me the words to help others for you 😍📍 😍 Anxiety weighs down the heart, but a kind word cheers it up.	74:133	0:134
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				427_(Proverbs 12:25)-c2		Anxiety weighs down the heart, but a kind word cheers it up. 😍 : the word gives you a peace that the world cannot, come to God with your troubles & how watch he heals what you thought was impossible 😍🙏	0:59	0:201
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				431_(Proverbs 12:25)-c2		Anxiety weighs down the heart, but a kind word cheers it up. When we are dealing with someone whose heart stinks from worrying, let us try to speak a good word to help them to turn it over to God and trust Him.	0:59	0:210
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				423_(Proverbs 12:25)-c1		Anxiety weighs down the heart, but a kind word cheers it up! We know that it is power & death in the tongue, that is why we speak nothing but positivity over JA's life and his family. We will continue to pray for his life as it is important. In Jesus name - Amen 😍🙏🌌	0:59	0:266
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				426_(Proverbs 12:25)-c1		"The hope we have in Christ isn't just wishful thinking or positive vibes. It's hope that's based on truth-on facts and faith. So what can we do? The Bible says: ""Anxiety weighs down the heart, but a kind word cheers it up."""	162:221	0:223
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				434_(Proverbs 12:25)-c1		"""Anxiety weighs down the heart, but a kind word cheers it up."" God is GREATER than my highs and lows"	1:60	0:100
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				427_(Proverbs 12:25)-c1		Anxiety weighs down the heart, but a kind word cheers it up. Discover the power of encouraging words and their impact on our well-being with Proverbs 12:25. This verse highlights the importance of speaking kindness and uplifting others, as it brings healing and boosts the spirits of both the giver and the receiver.	0:59	0:316
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				424_(Proverbs 12:25)-c2		"Blessed Risings ✨ Gotta get right in the spirit soon as you rise! Another powerful word today! 😍🙏🌌🙏 ""Anxiety weighs down the heart, but a kind word cheers it up."" Don't worry, cast all anxieties on the Lord. Smile, show love, spread his word on TODAY 😍👫 🌌"	101:160	0:255
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				422_(Proverbs 12:25)-c2		Anxiety weighs down the heart, but a kind word cheers it up. Do you know anyone weighed down by anxiety? Can you spare them a kind word today to cheer their heart. #BEKIND	0:59	0:171
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				431_(Proverbs 12:25)-c1		"i am still in awe that after the day i experienced, this was the ""verse of the day"". ""Anxiety weighs down the heart, but a kind word cheers it up."" thank you all for contributing to the biblical, kind words that cheered me up and help."	86:145	0:235
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				430_(Proverbs 12:25)-c2		"Anxiety weighs down the heart, but a kind word cheers it up. This is why I have embraced twitter; reading the stories of others has made an impact, the kind words, and the positive feedback has helped me to replace my anxiety with a ""I Can Attitude."" 😍🙏"	0:59	0:253
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				435_(Proverbs 12:25)-c2		Anxiety weighs down the heart, but a kind word cheers it up. Even the bible addresses issues of mental health. Speak words of encouragement to anyone you notice is depressed or stressed.	0:59	0:186
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				432_(Proverbs 12:25)-c2		"and that's what matters. You trying is completely ok. I totally agree that Trying is the best way to go during Your tough times. Know that we Love you Miles 😍 ""Anxiety weighs down the Heart, but a Kind word cheers it up."""	160:219	0:221
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				425_(Proverbs 12:25)-c1		Basically, with God's word gladness and contentment abound but this world rewards are worthless! Anxiety weighs down the heart, but a kind word cheers it up.	97:156	0:157
