dataID	context	indices_target_token	indices_target_sentence	lemma
816_(Proverbs 12:25)	"Anxiety weighs down the heart, but a kind word cheers it up." A renervating word for someone seeing this tweet - God sees what you are going through and watches over you, and in due time, He would come through; just trust that He is able to do.	1:60	0:245	Anxiety weighs down the heart, but a kind word cheers it up
813_(Proverbs 12:25)	Anxiety weighs down the heart, but a kind word cheers it up. Let your words bless and not curse. Let them encourage and not put down. Let them caution and not insult. Life has shown everyone shege one way or the other, be kind with your words. It's free 😍.	0:59	0:256	Anxiety weighs down the heart, but a kind word cheers it up
829_(Proverbs 12:25)	"Anxiety weighs down the heart, but a kind word cheers it up." #WordOfTheDay Some translations say "kind word" while others more accurately say "good." It's only one who is good & that's God. God is His Word. So it's God's Word that heals. #God	1:60	0:244	Anxiety weighs down the heart, but a kind word cheers it up
828_(Proverbs 12:25)	"Anxiety weighs down the heart, but a kind word cheers it up." Your words have power, use them to uplift and inspire... spread light in a world that needs it!	1:60	0:158	Anxiety weighs down the heart, but a kind word cheers it up
838_(Proverbs 12:25)	Anxiety weighs down the heart, but a kind word cheers it up. ANXIETY WE ARE TOLD IS AT AN ALL TIME HIGH. WHY? COVID, INFLATION, LAWLESSNESS? OR IS IT THE CRAZY THINGS WE SEE GOING ON AROUND US. LACK OF COMMON SENSE, RUDENESS, JOBS NOT BEING DONE PROPERLY, PEOPLE NOT TAKING RESOONSIBILITY FOR THEIR ACTIONS? HOW CAN WE CHANGE THIS? GOD WANTS OUR FOCUS ON HIM AND DOING WHAT HE TEACHES US... THEN ANXIETY CAN BE DRIVEN AWAY. GOD'S WORD IT THE GOOD WORD WE NEED!	0:59	0:460	Anxiety weighs down the heart, but a kind word cheers it up
834_(Proverbs 12:25)	Basically, with God's word gladness and contentment abound but this world rewards are worthless! Anxiety weighs down the heart, but a kind word cheers it up.	97:156	0:157	Anxiety weighs down the heart, but a kind word cheers it up
825_(Proverbs 12:25)	Anxiety weighs down the heart, but a kind word cheers it up. 😍 : the word gives you a peace that the world cannot, come to God with your troubles & how watch he heals what you thought was impossible 😍🙏	0:59	0:201	Anxiety weighs down the heart, but a kind word cheers it up
818_(Proverbs 12:25)	i am still in awe that after the day i experienced, this was the "verse of the day". "Anxiety weighs down the heart, but a kind word cheers it up." thank you all for contributing to the biblical, kind words that cheered me up and led me to the Prince of Peace!	86:145	0:260	Anxiety weighs down the heart, but a kind word cheers it up
831_(Proverbs 12:25)	I hope that my thoughts & prayers for you will show how much I love you & appreciate you. This is a amazing bible verse for you. "Anxiety weighs down the heart, but a kind word cheers it up."	130:189	0:191	Anxiety weighs down the heart, but a kind word cheers it up
839_(Proverbs 12:25)	Anxiety weighs down the heart, but a kind word cheers it up. Even the bible addresses issues of mental health. Speak words of encouragement to anyone you notice is depressed or stressed.	0:59	0:186	Anxiety weighs down the heart, but a kind word cheers it up
835_(Proverbs 12:25)	Blessed Risings ✨ Gotta get right in the spirit soon as you rise! Another powerful word today! 😍🙏🌌🙏 "Anxiety weighs down the heart, but a kind word cheers it up." Don't worry, cast all anxieties on the Lord. Smile, show love, spread his word on TODAY 😍👫 🌌	101:160	0:255	Anxiety weighs down the heart, but a kind word cheers it up
811_(Proverbs 12:25)	"Anxiety weighs down the heart, but a kind word cheers it up." Be a vessel of mercy and make someone smile with a kind word. The world already has its own troubles, be kind.	1:60	0:173	Anxiety weighs down the heart, but a kind word cheers it up
822_(Proverbs 12:25)	and that's what matters. You trying is completely ok. I totally agree that Trying is the best way to go during Your tough times. Know that we Love you Miles 😍 "Anxiety weighs down the Heart, but a Kind word cheers it up."	160:219	0:221	Anxiety weighs down the heart, but a kind word cheers it up
823_(Proverbs 12:25)	 "Anxiety weighs down the Heart, but a Kind word cheers it up." There's always something to worry about: shaky finances, relational brokenness, jobs, health, mistakes, lifestyle etc. And it may not always be our fault.	2:61	0:218	Anxiety weighs down the heart, but a kind word cheers it up
812_(Proverbs 12:25)	To commenters: Anxiety Anxiety weighs down the heart, but a kind word cheers it up. Hey, no situation is permanent. this too shall pass in no time. Chin up.	23:82	0:156	Anxiety weighs down the heart, but a kind word cheers it up
837_(Proverbs 12:25)	Anxiety weighs down the heart, but a kind word cheers it up. Our leaders put us through so much anxiety daily: climate change, racism, inflation... God will provide a restful heart.	0:59	0:181	Anxiety weighs down the heart, but a kind word cheers it up
820_(Proverbs 12:25)	Anxiety weighs down the heart, but a kind word cheers it up. God, as I go about my day, help me to be on the lookout for people who might need a reminder of Your love and kindness. Use me to be a source.	0:59	0:203	Anxiety weighs down the heart, but a kind word cheers it up
827_(Proverbs 12:25)	Bring encouragement today to build someone up! God bless you today. May God's light shine down on you this day! Anxiety weighs down the heart, but a kind word cheers it up..	112:171	0:173	Anxiety weighs down the heart, but a kind word cheers it up
814_(Proverbs 12:25)	Take my worries, Jesus, and give me the words to help others for you 😍📍 😍 Anxiety weighs down the heart, but a kind word cheers it up.	74:133	0:134	Anxiety weighs down the heart, but a kind word cheers it up
830_(Proverbs 12:25)	The hope we have in Christ isn't just wishful thinking or positive vibes. It's hope that's based on truth-on facts and faith. So what can we do? The Bible says: "Anxiety weighs down the heart, but a kind word cheers it up."	162:221	0:223	Anxiety weighs down the heart, but a kind word cheers it up
819_(Proverbs 12:25)	Anxiety weighs down the heart, but a kind word cheers it up! We know that it is power & death in the tongue, that is why we speak nothing but positivity over JA's life and his family. We will continue to pray for his life as it is important. In Jesus name - Amen 😍🙏🌌	0:59	0:266	Anxiety weighs down the heart, but a kind word cheers it up
