dataID	context	indices_target_token	indices_target_sentence	lemma
872_(Proverbs 10:12)	"Hatred stirs up conflict, but love covers over all wrongs" Still praying for her. But hatred towards those who pushed her away does nothing but harm.	1:58	0:150	Hatred stirs up conflict, but love covers over all wrongs
891_(Proverbs 10:12)	Is there someone you need to love instead of hate today? "Hatred stirs up conflict, but love covers over all wrongs.[forgiving and overlooking another's faults]."	58:115	0:162	Hatred stirs up conflict, but love covers over all wrongs
870_(Proverbs 10:12)	Remnant! Will we never learn? Hatred stirs up conflict, but love covers over all wrongs.	30:87	0:88	Hatred stirs up conflict, but love covers over all wrongs
883_(Proverbs 10:12)	people like you are the reason we are looked down upon. "Hatred stirs up conflict, but love covers over all wrongs."	57:114	0:116	Hatred stirs up conflict, but love covers over all wrongs
898_(Proverbs 10:12)	Hatred stirs up conflict, but love covers over all wrongs. I won't be going to my sons wedding during #PrideMonth because a staff member who is the #bride called me last night w/homophobic overtones regarding your church. practice the bible yall not your own ideas	0:57	0:264	Hatred stirs up conflict, but love covers over all wrongs
874_(Proverbs 10:12)	"Hatred stirs up conflict, but love covers over all wrongs." Don't tolerate open sin, but love the people who seem to be lost and point them to God	1:58	0:147	Hatred stirs up conflict, but love covers over all wrongs
888_(Proverbs 10:12)	Strumming up strife, contention, and violence much, mayor?"Hatred stirs up conflict, but love covers over all wrongs."	59:116	0:118	Hatred stirs up conflict, but love covers over all wrongs
889_(Proverbs 10:12)	Today I forgive myself. I make room for grace by letting go of judgment & resentment. I acknowledge my errors & accountable for my actions. Forgiveness liberates me, & I'm free to soar to unlimited heights. Hatred stirs up conflict, but love covers over all wrongs.	207:264	0:265	Hatred stirs up conflict, but love covers over all wrongs
880_(Proverbs 10:12)	Gm saints. Let us show Godly love towards others. Have a blessed day. Hatred stirs up conflict, but love covers over all wrongs.	70:127	0:128	Hatred stirs up conflict, but love covers over all wrongs
879_(Proverbs 10:12)	Hatred stirs up conflict, but love covers over all wrongs. Great job bringing up God but also straight up conflicting God's words by your own actions. Next time, think. And actually use your brain. Love, a Christian fellow on the internet	0:57	0:238	Hatred stirs up conflict, but love covers over all wrongs
892_(Proverbs 10:12)	He that winketh with the eye causeth sorrow: but a prating fool shall fall. The mouth of a righteous man is a well of life: but violence covereth the mouth of the wicked. Hatred stirs up conflict, but love covers over all wrongs.	171:228	0:229	Hatred stirs up conflict, but love covers over all wrongs
894_(Proverbs 10:12)	NHL players using God as their shield for being homophobic is goofy bc God's whole message is for us to love EVERYONE"Hatred stirs up conflict, but love covers over all wrongs."	118:175	0:177	Hatred stirs up conflict, but love covers over all wrongs
893_(Proverbs 10:12)	"Hatred stirs up conflict, but love covers over all wrongs." Love not only forgives, it doesn't keep the record of wrong.	1:58	0:121	Hatred stirs up conflict, but love covers over all wrongs
895_(Proverbs 10:12)	Don't expect the imperfect people in your life to show you perfect love 100% of the time. It's not gonna happen. They'll fail eventually. Have Grace. Give forgiveness. Love them through it anyways. "Hatred stirs up conflict, but love covers over all wrongs."	199:256	0:258	Hatred stirs up conflict, but love covers over all wrongs
884_(Proverbs 10:12)	Lead by Love. Hatred stirs up conflict, but love covers over all wrongs.	14:71	0:72	Hatred stirs up conflict, but love covers over all wrongs
896_(Proverbs 10:12)	One should not be selective in posting bible verses to support ones bigotry. The word Love is mentioned over 700 times in the Bible. Love one another. It is that simple. #Loveisallyouneed Hatred stirs up conflict, but love covers over all wrongs	188:245	0:245	Hatred stirs up conflict, but love covers over all wrongs
876_(Proverbs 10:12)	Hatred stirs up conflict, but love covers over all wrongs.	0:57	0:58	Hatred stirs up conflict, but love covers over all wrongs
887_(Proverbs 10:12)	"The power of love!":Hatred stirs up conflict, but love covers over all wrongs.	21:78	0:79	Hatred stirs up conflict, but love covers over all wrongs
886_(Proverbs 10:12)	The truth is the bible thinks hatred is bad. Hatred stirs up conflict, but love covers over all wrongs.	45:102	0:103	Hatred stirs up conflict, but love covers over all wrongs
878_(Proverbs 10:12)	😍 😍 | OUR DAILY BREAD | 😍 😍 🌌🍞 Hatred stirs up conflict, but love covers over all wrongs.	31:88	0:89	Hatred stirs up conflict, but love covers over all wrongs
885_(Proverbs 10:12)	Such as conservative christians who use his name to justify their hatred. Hatred stirs up conflict, but love covers over all wrongs.	74:131	0:132	Hatred stirs up conflict, but love covers over all wrongs
875_(Proverbs 10:12)	"Hatred stirs up conflict, but love covers over all wrongs." When given the choice, choose love today. I pray you all have a wonderful Monday. God bless. ❤️ ✌️ 	1:58	0:160	Hatred stirs up conflict, but love covers over all wrongs
881_(Proverbs 10:12)	Why let someone full of hatred tell you how to love? "Hatred stirs up conflict, but love covers over all wrongs."	54:111	0:113	Hatred stirs up conflict, but love covers over all wrongs
873_(Proverbs 10:12)	I have noticed that a freshly painted a room covers up the flaws and can really cheer you up, but here is a heart and soul paint promise I am learning..... "Hatred stirs up conflict, but love covers over all wrongs."	157:214	0:216	Hatred stirs up conflict, but love covers over all wrongs
