dataID	context	indices_target_token	indices_target_sentence	lemma
604_(Matthew 5:44)	"But I say to you, Love your enemies and pray for those who persecute you." This can be hard advice to take, but it comes straight from the mouth of God.	19:73	0:153	Love your enemies and pray for those who persecute you
607_(Matthew 5:44)	Christians. Food for thought during Pride Month. 🤔 "But I tell you, love your enemies and pray for those who persecute you"	68:122	0:123	Love your enemies and pray for those who persecute you
614_(Matthew 5:44)	Have you fallen into the trap of "selective compassion"? Do you love your countrymen more than those of other countries? Do you love your troops more than your enemies?"love your enemies and pray for those who persecute you."	169:223	0:225	Love your enemies and pray for those who persecute you
617_(Matthew 5:44)	"But I say to you, love your enemies and pray for those who persecute you, that you may be children of your Heavenly Father."Do I prove that I am a child of God by loving my enemies? Peace	19:73	0:188	Love your enemies and pray for those who persecute you
631_(Matthew 5:44)	"But I say to you, Love your enemies and pray for those who persecute you. "It's easy to insult our enemies, but as Christians, we are called to love them and even pray for them. Let's strive to show kindness and compassion, even to those who may not treat us well. 	19:73	0:266	Love your enemies and pray for those who persecute you
613_(Matthew 5:44)	But I say unto you, love your enemies and pray for those who persecute you. Going to hell is easy, going to heaven is not. As believers, we must be different.	20:74	0:158	Love your enemies and pray for those who persecute you
628_(Matthew 5:44)	I LOVE MY ENEMIES FOR TWO REASONS: THEY INSPIRE ME TO RECOGNIZE MY ENEMIES, THEY ALSO INSPIRE ME TO RESPECT MY IMPERFECT NATURE. "BUT I SAY TO YOU, LOVE YOUR ENEMIES AND PRAY FOR THOSE WHO PERSECUTE YOU"	148:202	0:203	Love your enemies and pray for those who persecute you
618_(Matthew 5:44)	" love your enemies and pray for those who persecute you;"Many have come to the saving knowledge of our Lord Jesus Christ by not what way say, but how we act.	2:56	0:158	Love your enemies and pray for those who persecute you
612_(Matthew 5:44)	May we always remember, prayer is not the least we can do for someone, prayer is the most we can do!"But I say unto you, love your enemies and pray for those who persecute you;"	121:175	0:177	Love your enemies and pray for those who persecute you
622_(Matthew 5:44)	Integrating the Christian and Muslim world on a molecular level? But I say to you, love your enemies and pray for those who persecute you.	83:137	0:138	Love your enemies and pray for those who persecute you
