dataID	context	indices_target_token	indices_target_sentence	lemma
612_(Matthew 11:28)-c2	Go out to build relationships with God, to facilitate them, to encourage a loving encounter with the one who cries out: Come to me, all you who labour and are overburdened, and I shall give you rest.	120:198	0:199	Come to me, all you who labour and are overburdened, and I shall give you rest
614_(Matthew 11:28)-c2	The great painting in the apse of this church contains a phrase from the Gospel of Saint Matthew: "Come to me, all you who labour and are overburdened, and I shall give you rest".	99:177	0:179	Come to me, all you who labour and are overburdened, and I shall give you rest
602_(Matthew 11:28)-c1	In today's Gospel, Jesus says: Come to me, all you who labour and are overburdened, and I shall give you rest. The Lord does not reserve this phrase for certain friends of his, no; he addresses it to all those who are weary and overwhelmed by life.	31:109	0:248	Come to me, all you who labour and are overburdened, and I shall give you rest
613_(Matthew 11:28)-c1	In shrines the words of Christ to the least and the poorest on earth are echoed: 'Come to me, all you who labour and are overburdened, and I will give you rest'. And when there is a possibility of welcoming children and adolescents, this must impel those who are in charge of the pastoral care of shrines, in collaboration with the whole ecclesial community, to offer them an even more specialised service appropriate to their age.	82:159	0:431	Come to me, all you who labour and are overburdened, and I shall give you rest
608_(Matthew 11:28)-c2	Freedom to turn around, freedom to forgive yourself, freedom to see others through eyes of mercy and forgiveness, freedom from fear. Come to me, all you who labour and are overburdened, and I shall give you rest	133:211	0:211	Come to me, all you who labour and are overburdened, and I shall give you rest
606_(Matthew 11:28)-c1	Always look trustingly towards Jesus, the "Suffering Servant", asking him for the strength to transform the trial afflicting you into a gift. Listen with faith to his voice repeating to each of you: "Come to me, all you who labour and are overburdened, and I shall give you rest".	200:278	0:280	Come to me, all you who labour and are overburdened, and I shall give you rest
603_(Matthew 11:28)-c2	Thus everyone must hear the words of hope: "Come to me, all you who labour and are overburdened, and I shall give you rest". You must therefore be the assiduous promoters of initiatives that will transmit the message of the Great Jubilee to the people of your countries, be they Christian or not.	44:122	0:296	Come to me, all you who labour and are overburdened, and I shall give you rest
614_(Matthew 11:28)-c1	Therefore let us be reconciled, let us listen to Jesus who says to those who are weary and oppressed: Come to me, all you who labour and are overburdened, and I shall give you rest.	102:180	0:181	Come to me, all you who labour and are overburdened, and I shall give you rest
604_(Matthew 11:28)-c1	He heals us always and gratuitously. He invites those who labour and are heavy laden. He says it in the Gospel: Come to me, all you who labour and are overburdened, and I shall give you rest. And so to accompany someone to an encounter with Jesus is to bring them to the doctor of the heart, Who lifts up life.	112:190	0:310	Come to me, all you who labour and are overburdened, and I shall give you rest
613_(Matthew 11:28)-c2	In today's world, the Church has the task of untiringly repeating Jesus' words: Come to me, all you who labour and are overburdened, and I shall give you rest	80:158	0:158	Come to me, all you who labour and are overburdened, and I shall give you rest
605_(Matthew 11:28)-c1	To save man it is necessary to have faith in Christ! To elevate history, it is necessary to save men! And Christ says to us: "Come to me, all you who labour and are overburdened, and I shall give you rest". He alone has words of eternal life! He alone is man's salvation.	126:204	0:271	Come to me, all you who labour and are overburdened, and I shall give you rest
602_(Matthew 11:28)-c2	To everyone, and to us as well, he extends the same invitation: Come to me, all you who labour and are overburdened, and I shall give you rest	64:142	0:142	Come to me, all you who labour and are overburdened, and I shall give you rest
607_(Matthew 11:28)-c1	It is true that, when one goes through difficult times, the support of science can be of great help, but nothing can replace an ardent, personal and confident faith that is open to the Lord, who said, "Come to me, all you labour and are heavy burdened and I will give you rest"	202:276	0:277	Come to me, all you who labour and are overburdened, and I shall give you rest
606_(Matthew 11:28)-c2	You're telling me to learn The Bible yet you haven't quoted it one time! you're defending doctrines of men! Maybe you should open up The Bible and read it yourself! Start with the gospel of John and if you really want to know the truth you ask God not a priest: "Come to me, all you who labour and are overburdened, and I shall give you rest"	263:341	0:342	Come to me, all you who labour and are overburdened, and I shall give you rest
603_(Matthew 11:28)-c1	In this Sunday's Gospel, we find Jesus' invitation: Come to me, all you who labour and are overburdened, and I shall give you rest. When Jesus says this, he has before him the people he meets every day on the streets of Galilee	52:130	0:227	Come to me, all you who labour and are overburdened, and I shall give you rest
615_(Matthew 11:28)-c1	It is curious, but we often prefer to be alone in the dark caves within us rather than invite Christ inside them. We are tempted to always seek [solutions for] ourselves, brooding and sinking into anguish, licking our wounds, instead of going to him, who says, "Come to me, all who labour and are heavy laden, and I will give you rest"	262:334	0:335	Come to me, all you who labour and are overburdened, and I shall give you rest
612_(Matthew 11:28)-c1	He continues to say to a humanity in need of hope and meaning: Come to me, all you who labour and are overburdened, and I shall give you rest. Apart from the numerous celebrations and initiatives which have marked it, the great legacy that the Jubilee leaves us is the living and consoling experience of 'meeting Christ'.	63:141	0:321	Come to me, all you who labour and are overburdened, and I shall give you rest
605_(Matthew 11:28)-c2	Time is running out for sinners! Have you responded to Jesus Christ call to salvation? "Come to me, all you who labour and are overburdened, and I shall give you rest"	88:166	0:167	Come to me, all you who labour and are overburdened, and I shall give you rest
609_(Matthew 11:28)-c2	"Come to me, all you who labour and are overburdened, and I shall give you rest". May our heavenly father give you peace of mind and deliver your soul from the ancestors	1:79	0:169	Come to me, all you who labour and are overburdened, and I shall give you rest
610_(Matthew 11:28)-c1	Our weariness is precious in the eyes of Jesus who embraces us and lifts us up. Come to me, all you who labour and are overburdened, and I shall give you rest. Whenever a priest feels dead tired, yet is able to bow down in adoration and say: 'Enough for today Lord', and entrust himself to the Father, he knows that he will not fall but be renewed.	80:158	0:348	Come to me, all you who labour and are overburdened, and I shall give you rest
608_(Matthew 11:28)-c1	Now is the time for everyone to build together, inspired by the Gospel, one people, a united society, a better future. 5. Jesus Christ says to all men and women: "Come to me, all you who labour and are overburdened, and I shall give you rest". But Christ does not invite us to come to him for some empty consolation. He renews us and strengthens us to go forth to share with others the salvation he has brought. He tells his Apostles: "Go into the whole world and proclaim the Good News to all creation"	163:241	0:503	Come to me, all you who labour and are overburdened, and I shall give you rest
609_(Matthew 11:28)-c1	Jesus' words, "Come to me, all you who labour and are overburdened, and I shall give you rest" point to the mysterious path of grace that is revealed to the simple and gives new strength to those who are weary and tired.	15:93	0:220	Come to me, all you who labour and are overburdened, and I shall give you rest
607_(Matthew 11:28)-c2	You tell us that truth. Drug addiction is the biggest challenge, our society is facing. Get rest in Christ Jesus that say: Come to me, all you who labour and are overburdened, and I shall give you rest	123:201	0:201	Come to me, all you who labour and are overburdened, and I shall give you rest
610_(Matthew 11:28)-c2	You will believe one day friend, every knee shall bow. Its a fearful thing to fall into the hands of the living God. Its never too late to humble yourself. "Come to me, all you who labour and are overburdened, and I shall give you rest"	157:235	0:236	Come to me, all you who labour and are overburdened, and I shall give you rest
611_(Matthew 11:28)-c1	How do I respond to my call to be raised up? Help comes to us first from Jesus, who in today's Gospel says: Come to me, all you who labour and are overburdened, and I shall give you rest	108:186	0:186	Come to me, all you who labour and are overburdened, and I shall give you rest
601_(Matthew 11:28)-c1	He repeats to each man and each woman, "Come to me, all you who labour and are overburdened, and I shall give you rest". Dear young people, go to meet Jesus the Saviour! Love Him and adore Him in the Eucharist!	40:118	0:210	Come to me, all you who labour and are overburdened, and I shall give you rest
611_(Matthew 11:28)-c2	A saying of Jesus in the Gospel of Matthew speaks to us: Come to me, all you who labour and are overburdened, and I shall give you rest. Life is often wearisome, and many times tragically so.	57:135	0:191	Come to me, all you who labour and are overburdened, and I shall give you rest
615_(Matthew 11:28)-c2	Like those two blind men, we are often like wayfarers, immersed in the darkness of life. The first thing to do in response is go to Jesus, just as he tells us: Come to me, all you who labour and are overburdened, and I shall give you rest	160:238	0:238	Come to me, all you who labour and are overburdened, and I shall give you rest
604_(Matthew 11:28)-c2	A lot of people receive no blessings other than the reward of their labor. Come to me, all you who labour and are overburdened, and I shall give you rest	75:153	0:153	Come to me, all you who labour and are overburdened, and I shall give you rest
