dataID	context	indices_target_token	indices_target_sentence	lemma
986_(John 15:12)	"My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends." Read the bible first before trying to oppress a group that's already been fighting for freedom and acceptance for so long.	1:56	0:258	My command is this: Love each other as I have loved you
974_(John 15:12)	"My command is this: Love each other as I have loved you." ❤️ Our mission is simple: to serve the people of the Northwest region of Haiti. Click http://NWHCM.org to learn how you can partner with us in loving our neighbors!	1:56	0:223	My command is this: Love each other as I have loved you
963_(John 15:12)	Beautiful picture ❤️ There's a great storm of hatred. But God has a greater impact on our hearts. My command is this: Love each other as I have loved you.	98:153	0:154	My command is this: Love each other as I have loved you
972_(John 15:12)	We are not complete in CHRIST unless we love one another as CHRIST has loved us. When we do this, as CHRIST has given us commandment, we shall give evidence that we are complete in HIM. My command is this: Love each other as I have loved you.	186:241	0:242	My command is this: Love each other as I have loved you
977_(John 15:12)	LORD create in us a pure heart. A genuine heart that will love like You said we should. "My command is this: Love each other as I have loved you."	89:144	0:146	My command is this: Love each other as I have loved you
981_(John 15:12)	Now is not the time for goodbyes, now is the time to ask can I stay? My command is this: Love each other as I have loved you.	69:124	0:125	My command is this: Love each other as I have loved you
980_(John 15:12)	"My command is this: Love each other as I have loved you." if God said this then why can't we all just kiss each other and make up 😍	1:56	0:132	My command is this: Love each other as I have loved you
984_(John 15:12)	Jesus made clear that a special kind of love would identify his followers. Jesus says:"My command is this: love each other as I have loved you.." This is self-sacrificing love moves a Christian even to die for a fellow believer if necessary.	87:142	0:241	My command is this: Love each other as I have loved you
982_(John 15:12)	"My command is this: Love each other as I have loved you." Read more about the Commandments of Jesus Christ recorded in the Holy Bible. The link is in our bio	1:56	0:158	My command is this: Love each other as I have loved you
988_(John 15:12)	My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends. The bible is full of irony	0:55	0:160	My command is this: Love each other as I have loved you
987_(John 15:12)	June is the month to celebrate and show love 😍🙏🌌🙏, respect, acceptance, and inclusion to everyone 🌌🌎 ❤️🖤 😍🖤 ❤️ ❤️ ❤️ 😍 😍💚 😍💙 😍. "My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends."	129:184	0:263	My command is this: Love each other as I have loved you
983_(John 15:12)	Spot on! Haters are great at labeling their fears.. Why not do like what the central figure in their religion did (Jesus) - accepted people for what they were and spread love, not hate. "My command is this: Love each other as I have loved you."	187:242	0:244	My command is this: Love each other as I have loved you
960_(John 15:12)	We must embrace diversity to create this sense of unity that we have been endlessly trying to achieve. There's always room for improvement, but we've come a long way in this country! 🌌🌌 "My command is this: Love each other as I have loved you."	187:242	0:244	My command is this: Love each other as I have loved you
975_(John 15:12)	Throughout His earthly ministry, Jesus showed His love for others by blessing and serving the poor, the sick, and the distressed. He told His disciples, "My command is this: Love each other as I have loved you."	154:209	0:211	My command is this: Love each other as I have loved you
966_(John 15:12)	Life is better with family and friends ❤️ "My command is this: Love each other as I have loved you."	43:98	0:100	My command is this: Love each other as I have loved you
965_(John 15:12)	a society where disrespect is normalized is a society that's destined to fail. I don't understand why we need to bully others and make them feel down and uncertain just to feel better. "My command is this: Love each other as I have loved you."	186:241	0:243	My command is this: Love each other as I have loved you
967_(John 15:12)	I don't know much with certainty. I try to be open minded. I think can be done here too. Take care fellow humans and remember J "My command is this: love each other as I have loved you" Jesus, God's son or not, was a good man no doubt.	129:184	0:235	My command is this: Love each other as I have loved you
989_(John 15:12)	The Sacred Heart of Jesus is a good time to remember that Jesus preached us to love, not hate. "My command is this: Love each other as I have loved you."	96:151	0:153	My command is this: Love each other as I have loved you
970_(John 15:12)	Followers of Christ loves on the principle of grace and not on the merit of the person loved. This is love without limits. Love God. Love others. My command is this: Love each other as I have loved you.	146:201	0:202	My command is this: Love each other as I have loved you
979_(John 15:12)	I'm sad that you feel that Christianity is represented by a couple of holidays. Jesus Christ should live within his followers & their actions everyday. "My command is this: Love each other as I have loved you." I'm pretty sure he meant everybody, including LBGTQ+.	153:208	0:264	My command is this: Love each other as I have loved you
962_(John 15:12)	We need a special day to celebrate the many loving caregivers who support their loved ones with #cancer + other illnesses. "My command is this: Love each other as I have loved you. Greater love has no one than this, that one lay down his life for his friends."	124:179	0:260	My command is this: Love each other as I have loved you
971_(John 15:12)	My command is this: Love each other as I have loved you. ❤️ God is Love. Don't let another day go by being angry with someone else: KNOW THAT GOD LOVES EVERYTHING. THE WORLD IS HIS. When you love people, people will love you. LAW.	0:55	0:230	My command is this: Love each other as I have loved you
969_(John 15:12)	My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends. I don't think hating trans or gay people is very just, holy, or righteous. It does however, show obsession with hate.	0:55	0:251	My command is this: Love each other as I have loved you
961_(John 15:12)	today, we recognize Juneteenth, a celebration of a significant cultural event in U.S. history. The holiday was first celebrated here in Texas, where on that date in 1865, in the aftermath of the Civil War, slaves were declared free under the terms of the 1862 Emancipation Proclamation. "My command is this: Love each other as I have loved you."	288:343	0:345	My command is this: Love each other as I have loved you
978_(John 15:12)	"My command is this: Love each other as I have loved you." There is no caveat to this statement. My religious beliefs are mine. They are not for others. And certainly not for me to judge others as I have not walked their path, I strongly suggest you take a good, hard look at your beliefs. To see if you're an actual Christian, or an "armchair" Christian. Showing up to church on Sunday, while living a decidedly non Christian life Monday-Saturday.	1:56	0:448	My command is this: Love each other as I have loved you
964_(John 15:12)	My command is this: Love each other as I have loved you.. Jesus calls on all of us to engage in loving others, just as He has loved us. This is one of the Bible verses that makes it clear that God's love is the blueprint to follow in our own lives	0:55	0:247	My command is this: Love each other as I have loved you
976_(John 15:12)	My command is this: Love each other as I have loved you. As true Christians we should love the People that in the LGBTQIA. We don't have to support it but love them as there are people too. And be loving to blacks and whites and Mexican and Asian and other culture	0:55	0:264	My command is this: Love each other as I have loved you
985_(John 15:12)	I laugh every time i see other christian's hating on the LGBTQ. Read John "My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends." LOVE EACH OTHER, I'm doing what God tells me. ❤️ ❌ 	75:130	0:261	My command is this: Love each other as I have loved you
968_(John 15:12)	It is not our place to judge. When our day of judgement comes it won't be man judging man. It will be Christ judging man, Jesus tells us "My command is this: Love each other as I have loved you."	138:193	0:195	My command is this: Love each other as I have loved you
973_(John 15:12)	So what's the problem, be more like Jesus. "My command is this: Love each other as I have loved you."	44:99	0:101	My command is this: Love each other as I have loved you
