dataID	context	indices_target_token	indices_target_sentence	lemma
81_(Matthew 11:28)	In this Sunday's Gospel, we find Jesus' invitation: Come to me, all you who labour and are overburdened, and I shall give you rest. When Jesus says this, he has before him the people he meets every day on the streets of Galilee	52:130	0:227	Come to me, all you who labour and are overburdened, and I shall give you rest
66_(Matthew 11:28)	He continues to say to a humanity in need of hope and meaning: Come to me, all you who labour and are overburdened, and I shall give you rest. Apart from the numerous celebrations and initiatives which have marked it, the great legacy that the Jubilee leaves us is the living and consoling experience of 'meeting Christ'.	63:141	0:321	Come to me, all you who labour and are overburdened, and I shall give you rest
67_(Matthew 11:28)	And, in imitation of our Divine Master who said, "Come to me, all you who are weary and find life burdensome", we ought to invite others to come to us by stretching out a helping hand to those in need, by welcoming the newcomer, by speaking words of comfort to the afflicted.	50:108	0:275	Come to me, all you who labour and are overburdened, and I shall give you rest
87_(Matthew 11:28)	You tell us that truth. Drug addiction is the biggest challenge, our society is facing. Get rest in Christ Jesus that say: Come to me, all you who labour and are overburdened, and I shall give you rest	123:201	0:201	Come to me, all you who labour and are overburdened, and I shall give you rest
68_(Matthew 11:28)	Now is the time for everyone to build together, inspired by the Gospel, one people, a united society, a better future. 5. Jesus Christ says to all men and women: "Come to me, all you who labour and are overburdened, and I shall give you rest". But Christ does not invite us to come to him for some empty consolation. He renews us and strengthens us to go forth to share with others the salvation he has brought. He tells his Apostles: "Go into the whole world and proclaim the Good News to all creation"	163:241	0:503	Come to me, all you who labour and are overburdened, and I shall give you rest
92_(Matthew 11:28)	To the students fraternity of metropolitan international university KAMPALA campus. Jesus said: "Come to me, all you who labour and are overburdened, and I shall give you rest". So vote rest of your heavily laded burdens.	97:175	0:221	Come to me, all you who labour and are overburdened, and I shall give you rest
73_(Matthew 11:28)	Our weariness is precious in the eyes of Jesus who embraces us and lifts us up. Come to me, all you who labour and are overburdened, and I shall give you rest. Whenever a priest feels dead tired, yet is able to bow down in adoration and say: 'Enough for today Lord', and entrust himself to the Father, he knows that he will not fall but be renewed.	80:158	0:348	Come to me, all you who labour and are overburdened, and I shall give you rest
89_(Matthew 11:28)	When burdens, sickness, sufferings and all sorts of evil surrounds you! He says: Come to me, all you who labour and are overburdened, and I shall give you rest	81:159	0:159	Come to me, all you who labour and are overburdened, and I shall give you rest
84_(Matthew 11:28)	In today's world, the Church has the task of untiringly repeating Jesus' words: Come to me, all you who labour and are overburdened, and I shall give you rest	80:158	0:158	Come to me, all you who labour and are overburdened, and I shall give you rest
72_(Matthew 11:28)	Jesus' words, "Come to me, all you who labour and are overburdened, and I shall give you rest" point to the mysterious path of grace that is revealed to the simple and gives new strength to those who are weary and tired.	15:93	0:220	Come to me, all you who labour and are overburdened, and I shall give you rest
80_(Matthew 11:28)	A saying of Jesus in the Gospel of Matthew speaks to us: Come to me, all you who labour and are overburdened, and I shall give you rest. Life is often wearisome, and many times tragically so.	57:135	0:191	Come to me, all you who labour and are overburdened, and I shall give you rest
76_(Matthew 11:28)	In today's Gospel, Jesus says: Come to me, all you who labour and are overburdened, and I shall give you rest. The Lord does not reserve this phrase for certain friends of his, no; he addresses it to all those who are weary and overwhelmed by life.	31:109	0:248	Come to me, all you who labour and are overburdened, and I shall give you rest
91_(Matthew 11:28)	A problem shared ! Half solved ??? Big lies. One day friends will disappoint you, laugh at you and share your story to another friend as gist. Lol. Speak to God instead who said 'Come to me, all you who labour and are overburdened, and I shall give you rest'	179:257	0:258	Come to me, all you who labour and are overburdened, and I shall give you rest
99_(Matthew 11:28)	At this point, I want to refer you to Mathew 11:28, "Come to me, all you who labour and are overburdened, and I shall give you rest", and then visit my page at http://gloemi.com. I promise that you will never remain the same again. With me, unleashing your potential and living for values are ultimately guaranteed. 	53:131	0:316	Come to me, all you who labour and are overburdened, and I shall give you rest
98_(Matthew 11:28)	You're telling me to learn The Bible yet you haven't quoted it one time! you're defending doctrines of men! Maybe you should open up The Bible and read it yourself! Start with the gospel of John and if you really want to know the truth you ask God not a priest: "Come to me, all you who labour and are overburdened, and I shall give you rest"	263:341	0:342	Come to me, all you who labour and are overburdened, and I shall give you rest
