identifier1	identifier2	annotator	judgment	comment	lemma	timestamp
321_(Matthew 5:39)-c2	317_(Matthew 5:39)-c1	Nisha	1.0		turn_the_other_cheek	
321_(Matthew 5:39)-c2	317_(Matthew 5:39)-c1	AndreaMariaC	3.0		turn_the_other_cheek	
321_(Matthew 5:39)-c2	317_(Matthew 5:39)-c1	shur	1.0		turn_the_other_cheek	
319_(Matthew 5:39)-c1	317_(Matthew 5:39)-c1	AndreaMariaC	2.0		turn_the_other_cheek	
319_(Matthew 5:39)-c1	317_(Matthew 5:39)-c1	Nisha	2.0		turn_the_other_cheek	
328_(Matthew 5:39)-c2	317_(Matthew 5:39)-c1	AndreaMariaC	2.0		turn_the_other_cheek	
328_(Matthew 5:39)-c2	317_(Matthew 5:39)-c1	Nisha	1.0		turn_the_other_cheek	
319_(Matthew 5:39)-c2	317_(Matthew 5:39)-c1	Nisha	1.0		turn_the_other_cheek	
319_(Matthew 5:39)-c2	317_(Matthew 5:39)-c1	AndreaMariaC	2.0		turn_the_other_cheek	
319_(Matthew 5:39)-c2	317_(Matthew 5:39)-c1	shur	1.0		turn_the_other_cheek	
320_(Matthew 5:39)-c1	317_(Matthew 5:39)-c1	AndreaMariaC	2.0		turn_the_other_cheek	
320_(Matthew 5:39)-c1	317_(Matthew 5:39)-c1	Nisha	1.0		turn_the_other_cheek	
320_(Matthew 5:39)-c1	317_(Matthew 5:39)-c1	shur	3.0		turn_the_other_cheek	
325_(Matthew 5:39)-c1	317_(Matthew 5:39)-c1	Nisha	1.0		turn_the_other_cheek	
325_(Matthew 5:39)-c1	317_(Matthew 5:39)-c1	AndreaMariaC	2.0		turn_the_other_cheek	
321_(Matthew 5:39)-c2	316_(Matthew 5:39)-c1	Nisha	1.0		turn_the_other_cheek	
321_(Matthew 5:39)-c2	316_(Matthew 5:39)-c1	AndreaMariaC	2.0		turn_the_other_cheek	
321_(Matthew 5:39)-c2	316_(Matthew 5:39)-c1	shur	1.0		turn_the_other_cheek	
319_(Matthew 5:39)-c1	316_(Matthew 5:39)-c1	AndreaMariaC	2.0		turn_the_other_cheek	
319_(Matthew 5:39)-c1	316_(Matthew 5:39)-c1	Nisha	1.0		turn_the_other_cheek	
328_(Matthew 5:39)-c2	316_(Matthew 5:39)-c1	Nisha	1.0		turn_the_other_cheek	
328_(Matthew 5:39)-c2	316_(Matthew 5:39)-c1	AndreaMariaC	2.0		turn_the_other_cheek	
328_(Matthew 5:39)-c2	316_(Matthew 5:39)-c1	shur	1.0		turn_the_other_cheek	
322_(Matthew 5:39)-c1	316_(Matthew 5:39)-c1	Nisha	4.0		turn_the_other_cheek	
322_(Matthew 5:39)-c1	316_(Matthew 5:39)-c1	AndreaMariaC	2.0		turn_the_other_cheek	
319_(Matthew 5:39)-c2	316_(Matthew 5:39)-c1	Nisha	1.0		turn_the_other_cheek	
319_(Matthew 5:39)-c2	316_(Matthew 5:39)-c1	AndreaMariaC	2.0		turn_the_other_cheek	
325_(Matthew 5:39)-c1	316_(Matthew 5:39)-c1	AndreaMariaC	2.0		turn_the_other_cheek	
325_(Matthew 5:39)-c1	316_(Matthew 5:39)-c1	Nisha	2.0		turn_the_other_cheek	
321_(Matthew 5:39)-c2	325_(Matthew 5:39)-c2	AndreaMariaC	1.0		turn_the_other_cheek	
321_(Matthew 5:39)-c2	325_(Matthew 5:39)-c2	Nisha	1.0		turn_the_other_cheek	
