lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
My_command_is_this:_Love_each_other_as_I_have_loved_you				417_(John 15:12)-c2		"Jesus made clear that a special kind of love would identify his followers. Jesus says:""My command is this: love each other as I have loved you.."" This is self-sacrificing love moves a Christian even to die for a fellow believer if necessary."	87:142	0:241
My_command_is_this:_Love_each_other_as_I_have_loved_you				406_(John 15:12)-c2		"I don't know much with certainty. I try to be open minded. I think can be done here too. Take care fellow humans and remember J ""My command is this: love each other as I have loved you"" Jesus, God's son or not, was a good man no doubt."	129:184	0:235
My_command_is_this:_Love_each_other_as_I_have_loved_you				420_(John 15:12)-c1		"""My command is this: Love each other as I have loved you."" ❤️ Our mission is simple: to serve the people of the Northwest region of Haiti. Click http://NWHCM.org to learn how you can partner with us in loving others!"	1:56	0:216
My_command_is_this:_Love_each_other_as_I_have_loved_you				410_(John 15:12)-c1		"June is the month to celebrate and show love 😍🙏🌌🙏, respect, acceptance, and inclusion to everyone 🌌🌎 ❤️🖤 😍🖤 ❤️ ❤️ ❤️ 😍 😍💚 😍💙 😍. ""My command is this: Love each other as I have loved you."""	129:184	0:186
My_command_is_this:_Love_each_other_as_I_have_loved_you				419_(John 15:12)-c1		My command is this: Love each other as I have loved you. PRAYER: LOVE FOR OTHERS. I must love others with genuine affection and take delight in honoring them, for love does no wrong to…	0:55	0:185
My_command_is_this:_Love_each_other_as_I_have_loved_you				415_(John 15:12)-c2		"""My command is this: Love each other as I have loved you."" A command is an authoritative order and a commandment is an authoritative rule. Loving our enemies is not a choice but it's an order and secondly just as Christ loved us we ought to love others."	1:56	0:253
My_command_is_this:_Love_each_other_as_I_have_loved_you				411_(John 15:12)-c2		"I'm sad that you feel that Christianity is represented by a couple of holidays. Jesus Christ should live within his followers & their actions everyday. ""My command is this: Love each other as I have loved you."" I'm pretty sure he meant everybody, including LBGTQ+."	153:208	0:264
My_command_is_this:_Love_each_other_as_I_have_loved_you				418_(John 15:12)-c2		Jesus is Love and commands you to love others...My command is this: Love each other as I have loved you.	48:103	0:104
My_command_is_this:_Love_each_other_as_I_have_loved_you				409_(John 15:12)-c2		My command is this: Love each other as I have loved you. I don't think hating trans or gay people is very just, holy, or righteous. It does however, show obsession with hate.	0:55	0:174
My_command_is_this:_Love_each_other_as_I_have_loved_you				406_(John 15:12)-c1		"We need a special day to celebrate the many loving caregivers who support their loved ones with #cancer + other illnesses. ""My command is this: Love each other as I have loved you. Greater love has no one than this, that one lay down his life for his friends."""	124:179	0:260
My_command_is_this:_Love_each_other_as_I_have_loved_you				416_(John 15:12)-c2		"Spot on! Haters are great at labeling their fears.. Why not do like what the central figure in their religion did (Jesus) - accepted people for what they were and love others, not hate them. ""My command is this: Love each other as I have loved you."""	187:242	0:249
My_command_is_this:_Love_each_other_as_I_have_loved_you				414_(John 15:12)-c1		My command is this: Love each other as I have loved you.. Jesus calls on all of us to engage in loving others, just as He has loved us. This is one of the Bible verses that makes it clear that God's love is the blueprint to follow in our own lives	0:55	0:247
My_command_is_this:_Love_each_other_as_I_have_loved_you				413_(John 15:12)-c2		"""My command is this: Love each other as I have loved you."" Love others with your care, kindness, acceptance, forgiveness, patience, and service. "	1:56	0:145
My_command_is_this:_Love_each_other_as_I_have_loved_you				417_(John 15:12)-c1		My command is this: Love each other as I have loved you. ❤️ God is Love. Don't let another day go by being angry with someone else: KNOW THAT GOD LOVES EVERYTHING. THE WORLD IS HIS. When you love other, other will love you.	0:55	0:223
My_command_is_this:_Love_each_other_as_I_have_loved_you				414_(John 15:12)-c2		"""My command is this: Love each other as I have loved you."" Jesus showed dignity, respect, and support to the dregs of society throughout his ministry, so a command to love others the way he has loved them obviously asserts that."	1:56	0:228
My_command_is_this:_Love_each_other_as_I_have_loved_you				419_(John 15:12)-c2		"The Sacred Heart of Jesus is a good time to remember that Jesus preached us to love others, not hate them. ""My command is this: Love each other as I have loved you."""	108:163	0:165
My_command_is_this:_Love_each_other_as_I_have_loved_you				410_(John 15:12)-c2		My command is this: Love each other as I have loved you. As true Christians we should love the People that in the LGBTQIA. We don't have to support it but love them as there are people too. And be loving to blacks and whites and Mexican and Asian and other culture	0:55	0:264
My_command_is_this:_Love_each_other_as_I_have_loved_you				415_(John 15:12)-c1		"""My COMMAND is this: LOVE each other as I have loved you.""  JESUS loves us NO MATTER what happened in the past! JESUS loves us NO MATTER what race we were born to be. JESUS loves us NO MATTER what our ancestors did to others.TRULY LOVE OTHERS"	186:241	0:242
My_command_is_this:_Love_each_other_as_I_have_loved_you				412_(John 15:12)-c1		My COMMAND is this: Love each other as I have loved you. Jesus didn't say just whites. Means every race, gender & sexual orientation. Jesus supports #Diversity.	0:55	0:160
My_command_is_this:_Love_each_other_as_I_have_loved_you				418_(John 15:12)-c1		We are not complete in CHRIST unless we love one another as CHRIST has loved us. When we do this, as CHRIST has given us commandment, we shall give evidence that we are complete in HIM. My command is this: Love each other as I have loved you.	186:241	0:242
My_command_is_this:_Love_each_other_as_I_have_loved_you				420_(John 15:12)-c2		"""My command is this: Love each other as I have loved you.""The Bible commands Christians to love others — even LGBTQ members — as Christ loves us. It's important to remember that to love others doesn't equate to validating their lifestyle."	1:56	0:238
My_command_is_this:_Love_each_other_as_I_have_loved_you				409_(John 15:12)-c1		"""My command is this: Love each other as I have loved you."" Read the bible first before trying to oppress an LGBTQ group that's already been fighting for freedom and acceptance for so long."	1:56	0:188
My_command_is_this:_Love_each_other_as_I_have_loved_you				408_(John 15:12)-c1		"I laugh every time i see other christian's hating on the LGBTQ. Read John ""My command is this: Love each other as I have loved you."" LOVE EACH OTHER, I'm doing what God tells me. ❤️ ❌ "	75:130	0:184
My_command_is_this:_Love_each_other_as_I_have_loved_you				416_(John 15:12)-c1		Followers of Christ loves on the principle of grace and not on the merit of the person loved. This is love without limits. Love God. Love others. My command is this: Love each other as I have loved you.	146:201	0:202
My_command_is_this:_Love_each_other_as_I_have_loved_you				407_(John 15:12)-c2		"It is not our place to judge. When our day of judgement comes it won't be man judging man. It will be Christ judging man, Jesus tells us ""My command is this: Love each other as I have loved you."""	138:193	0:195
My_command_is_this:_Love_each_other_as_I_have_loved_you				413_(John 15:12)-c1		"""My command is this: Love each other as I have loved you.""Good morning and happy Sabbath to all. Random acts of kindness would go a long way today, so be sure to love others, and live like you're dying."	1:56	0:202
My_command_is_this:_Love_each_other_as_I_have_loved_you				411_(John 15:12)-c1		My command is this: Love each other as I have loved you. So many verses on LOVE. I haven't read where it tells anyone to be homophobic & hate others.	0:55	0:149
My_command_is_this:_Love_each_other_as_I_have_loved_you				408_(John 15:12)-c2		"We must embrace diversity to create this sense of unity that we have been endlessly trying to achieve. There's always room for improvement, but we've come a long way in this country! 🌌🌌 ""My command is this: Love each other as I have loved you."""	187:242	0:244
My_command_is_this:_Love_each_other_as_I_have_loved_you				412_(John 15:12)-c2		"LORD create in us a pure heart. A genuine heart that will love others like You said we should. ""My command is this: Love each other as I have loved you."""	96:115	0:153
My_command_is_this:_Love_each_other_as_I_have_loved_you				407_(John 15:12)-c1		"Life is better with family and friends ❤️ ""My command is this: Love each other as I have loved you."""	43:98	0:100
