identifier1	identifier2	annotator	judgment	comment	lemma	timestamp
419_(John 15:12)-c2	407_(John 15:12)-c1	Nisha	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
419_(John 15:12)-c2	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
418_(John 15:12)-c1	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
418_(John 15:12)-c1	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
416_(John 15:12)-c2	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
416_(John 15:12)-c2	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
416_(John 15:12)-c2	407_(John 15:12)-c1	shur	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
415_(John 15:12)-c2	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
415_(John 15:12)-c2	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
415_(John 15:12)-c2	407_(John 15:12)-c1	shur	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
411_(John 15:12)-c2	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
411_(John 15:12)-c2	407_(John 15:12)-c1	AndreaMariaC	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
406_(John 15:12)-c2	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
406_(John 15:12)-c2	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
413_(John 15:12)-c2	407_(John 15:12)-c1	Nisha	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
413_(John 15:12)-c2	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
414_(John 15:12)-c1	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
414_(John 15:12)-c1	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
414_(John 15:12)-c1	407_(John 15:12)-c1	shur	3.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
419_(John 15:12)-c1	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
419_(John 15:12)-c1	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
417_(John 15:12)-c2	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
417_(John 15:12)-c2	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
417_(John 15:12)-c2	407_(John 15:12)-c1	shur	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
417_(John 15:12)-c1	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
417_(John 15:12)-c1	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
410_(John 15:12)-c2	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
410_(John 15:12)-c2	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
412_(John 15:12)-c1	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
412_(John 15:12)-c1	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
420_(John 15:12)-c2	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
420_(John 15:12)-c2	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
420_(John 15:12)-c2	407_(John 15:12)-c1	shur	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
408_(John 15:12)-c2	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
408_(John 15:12)-c2	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
407_(John 15:12)-c2	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
407_(John 15:12)-c2	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
407_(John 15:12)-c2	407_(John 15:12)-c1	shur	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
413_(John 15:12)-c1	407_(John 15:12)-c1	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
413_(John 15:12)-c1	407_(John 15:12)-c1	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
413_(John 15:12)-c1	407_(John 15:12)-c1	shur	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
419_(John 15:12)-c2	410_(John 15:12)-c2	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
419_(John 15:12)-c2	410_(John 15:12)-c2	Nisha	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
419_(John 15:12)-c2	410_(John 15:12)-c2	shur	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
414_(John 15:12)-c2	410_(John 15:12)-c2	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
414_(John 15:12)-c2	410_(John 15:12)-c2	Nisha	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
406_(John 15:12)-c2	410_(John 15:12)-c2	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
406_(John 15:12)-c2	410_(John 15:12)-c2	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
413_(John 15:12)-c2	410_(John 15:12)-c2	Nisha	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
413_(John 15:12)-c2	410_(John 15:12)-c2	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
413_(John 15:12)-c2	410_(John 15:12)-c2	shur	1.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
417_(John 15:12)-c1	410_(John 15:12)-c2	AndreaMariaC	2.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
417_(John 15:12)-c1	410_(John 15:12)-c2	Nisha	3.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
419_(John 15:12)-c2	418_(John 15:12)-c1	AndreaMariaC	3.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
419_(John 15:12)-c2	418_(John 15:12)-c1	Nisha	3.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
419_(John 15:12)-c2	418_(John 15:12)-c1	shur	3.0		My_command_is_this:_Love_each_other_as_I_have_loved_you	
