model	k_fold	train-spearman_corr	train-spearman_pvalue	train-pearson_corr	train-pearson_pvalue	train-f1_score	train-f1_scores_label1	train-f1_scores_label0	train-recall_label1	train-recall_label0	train-precision_label1	train-precision_label0	test-spearman_corr	test-spearman_pvalue	test-pearson_corr	test-pearson_pvalue	test-f1_score	test-f1_scores_label1	test-f1_scores_label0	test-recall_label1	test-recall_label0	test-precision_label1	test-precision_label0	test.iov-spearman_corr	test.iov-spearman_pvalue	test.iov-pearson_corr	test.iov-pearson_pvalue	test.iov-f1_score	test.iov-f1_scores_label1	test.iov-f1_scores_label0	test.iov-recall_label1	test.iov-recall_label0	test.iov-precision_label1	test.iov-precision_label0	test.oov-spearman_corr	test.oov-spearman_pvalue	test.oov-pearson_corr	test.oov-pearson_pvalue	test.oov-f1_score	test.oov-f1_scores_label1	test.oov-f1_scores_label0	test.oov-recall_label1	test.oov-recall_label0	test.oov-precision_label1	test.oov-precision_label0	dev-spearman_corr	dev-spearman_pvalue	dev-pearson_corr	dev-pearson_pvalue	dev-f1_score	dev-f1_scores_label1	dev-f1_scores_label0	dev-recall_label1	dev-recall_label0	dev-precision_label1	dev-precision_label0	dev.iov-spearman_corr	dev.iov-spearman_pvalue	dev.iov-pearson_corr	dev.iov-pearson_pvalue	dev.iov-f1_score	dev.iov-f1_scores_label1	dev.iov-f1_scores_label0	dev.iov-recall_label1	dev.iov-recall_label0	dev.iov-precision_label1	dev.iov-precision_label0	dev.oov-spearman_corr	dev.oov-spearman_pvalue	dev.oov-pearson_corr	dev.oov-pearson_pvalue	dev.oov-f1_score	dev.oov-f1_scores_label1	dev.oov-f1_scores_label0	dev.oov-recall_label1	dev.oov-recall_label0	dev.oov-precision_label1	dev.oov-precision_label0	thr
all-mpnet-base-v2	1	0.514	0.0	0.505	0.0	0.5412833274889546	0.5329171396140749	0.5445489762036525	0.937125748502994	0.38332684067004286	0.3723235527359239	0.9398280802292264	0.407	0.0	0.418	0.0	0.5556000956231238	0.46325167037861914	0.5808695652173913	0.9454545454545454	0.4154228855721393	0.30678466076696165	0.9653179190751445	0.487	0.0	0.474	0.0	0.5795453241013707	0.5267175572519084	0.5974025974025975	0.9583333333333334	0.431924882629108	0.3631578947368421	0.968421052631579	0.329	0.0	0.377	0.0	0.5304157454245821	0.37433155080213903	0.5617977528089887	0.9210526315789473	0.3968253968253968	0.2348993288590604	0.9615384615384616	0.587	0.0	0.592	0.0	0.6427215946446716	0.7521367521367521	0.5268065268065268	0.9595015576323987	0.37293729372937295	0.6184738955823293	0.8968253968253969	0.371	0.0	0.351	0.0	0.5108956497563124	0.4603773584905661	0.5280528052805281	0.8472222222222222	0.37735849056603776	0.3160621761658031	0.8791208791208791	0.583	0.0	0.661	0.0	0.7932328165923409	0.8916967509025271	0.5238095238095237	0.9919678714859438	0.3626373626373626	0.8098360655737705	0.9428571428571428	0.629
all-mpnet-base-v2_mask	1	0.649	0.0	0.656	0.0	0.7648269566403848	0.6433793663688059	0.8122326775021386	0.7904191616766467	0.7397740553174912	0.5424657534246575	0.9004267425320057	0.586	0.0	0.593	0.0	0.7715905230978262	0.5625	0.828804347826087	0.7363636363636363	0.7587064676616916	0.4550561797752809	0.9131736526946108	0.603	0.0	0.611	0.0	0.757858258251973	0.5966850828729281	0.8123393316195373	0.75	0.7417840375586855	0.4954128440366973	0.8977272727272727	0.565	0.0	0.564	0.0	0.7899124887002489	0.5046728971962617	0.8472622478386167	0.7105263157894737	0.7777777777777778	0.391304347826087	0.930379746835443	0.691	0.0	0.696	0.0	0.8204722054531255	0.826625386996904	0.813953488372093	0.8317757009345794	0.8085808580858086	0.8215384615384616	0.8193979933110368	0.54	0.0	0.568	0.0	0.7689790652310812	0.6057142857142858	0.8244274809160306	0.7361111111111112	0.7641509433962265	0.5145631067961165	0.8950276243093923	0.628	0.0	0.701	0.0	0.8780736114273218	0.9087048832271764	0.7942583732057416	0.8594377510040161	0.9120879120879121	0.963963963963964	0.7033898305084746	0.629
multi-qa-mpnet-base-dot-v1	1	0.508	0.0	0.503	0.0	0.5165827226495866	0.5249169435215947	0.51332955190017	0.9461077844311377	0.3525516166731593	0.3632183908045977	0.9436913451511991	0.436	0.0	0.436	0.0	0.5025925059804944	0.44537815126050423	0.5182481751824818	0.9636363636363636	0.35323383084577115	0.2896174863387978	0.9726027397260274	0.495	0.0	0.49	0.0	0.5665809868982167	0.5243445692883896	0.5808580858085808	0.9722222222222222	0.4131455399061033	0.358974358974359	0.9777777777777777	0.376	0.0	0.407	0.0	0.42469248812861143	0.34449760765550236	0.4408163265306122	0.9473684210526315	0.2857142857142857	0.21052631578947367	0.9642857142857143	0.506	0.0	0.51	0.0	0.59962841289115	0.7285886610373944	0.46300715990453456	0.940809968847352	0.3201320132013201	0.594488188976378	0.8362068965517241	0.373	0.0	0.348	0.0	0.4587942882206735	0.4444444444444445	0.4636678200692041	0.8611111111111112	0.3160377358490566	0.2995169082125604	0.8701298701298701	0.479	0.0	0.536	0.0	0.7626737967914439	0.8727272727272728	0.46153846153846156	0.963855421686747	0.32967032967032966	0.7973421926910299	0.7692307692307693	0.499
multi-qa-mpnet-base-dot-v1_mask	1	0.622	0.0	0.629	0.0	0.769818375084764	0.647203947368421	0.8176795580110497	0.7854291417165669	0.7495130502532139	0.5503496503496503	0.8994857410004675	0.583	0.0	0.574	0.0	0.768251432866673	0.5586206896551724	0.8256130790190737	0.7363636363636363	0.753731343283582	0.45	0.9126506024096386	0.592	0.0	0.61	0.0	0.7925109021238383	0.6395348837209303	0.8442211055276382	0.7638888888888888	0.7887323943661971	0.55	0.9081081081081082	0.57	0.0	0.524	0.0	0.7428227432240723	0.4406779661016949	0.8035714285714286	0.6842105263157895	0.7142857142857143	0.325	0.9183673469387755	0.664	0.0	0.67	0.0	0.8075537403675914	0.8159509202453987	0.7986577181208053	0.8286604361370716	0.7854785478547854	0.8036253776435045	0.8122866894197952	0.501	0.0	0.532	0.0	0.75917844730722	0.5909090909090908	0.8163265306122449	0.7222222222222222	0.7547169811320755	0.5	0.8888888888888888	0.65	0.0	0.704	0.0	0.8631735046959962	0.8991596638655462	0.7647058823529412	0.8594377510040161	0.8571428571428571	0.9427312775330396	0.6902654867256637	0.499
all-distilroberta-v1	1	0.551	0.0	0.546	0.0	0.4854665991424056	0.5227817745803358	0.4709010339734121	0.9790419161676647	0.3104791585508376	0.35659760087241005	0.9743276283618582	0.414	0.0	0.444	0.0	0.5008042279411765	0.45000000000000007	0.5147058823529412	0.9818181818181818	0.3482587064676617	0.2918918918918919	0.9859154929577465	0.495	0.0	0.509	0.0	0.5155718415965044	0.505338078291815	0.519031141868512	0.9861111111111112	0.352112676056338	0.3397129186602871	0.9868421052631579	0.335	0.0	0.386	0.0	0.48671186979208036	0.37185929648241206	0.5098039215686274	0.9736842105263158	0.3439153439153439	0.22981366459627328	0.9848484848484849	0.578	0.0	0.588	0.0	0.5855173719523128	0.737456242707118	0.42455242966751916	0.9844236760124611	0.2739273927392739	0.5895522388059702	0.9431818181818182	0.44	0.0	0.423	0.0	0.4673803655109006	0.4701754385964912	0.46643109540636046	0.9305555555555556	0.3113207547169811	0.3145539906103286	0.9295774647887324	0.505	0.0	0.577	0.0	0.7218672395142983	0.8706293706293706	0.3148148148148148	1.0	0.18681318681318682	0.7708978328173375	1.0	0.657
all-distilroberta-v1_mask	1	0.67	0.0	0.675	0.0	0.7589452238687638	0.6544482626956855	0.7997344545253375	0.8552894211576846	0.7039345539540319	0.5299938157081014	0.9257172131147541	0.615	0.0	0.622	0.0	0.7580777282146449	0.5659163987138264	0.8106591865357644	0.8	0.7189054726368159	0.43781094527363185	0.9292604501607717	0.625	0.0	0.638	0.0	0.7499670980478175	0.6082474226804123	0.7978723404255319	0.8194444444444444	0.704225352112676	0.48360655737704916	0.9202453987730062	0.612	0.0	0.592	0.0	0.7698175597625264	0.49572649572649574	0.8249258160237389	0.7631578947368421	0.7354497354497355	0.3670886075949367	0.9391891891891891	0.721	0.0	0.723	0.0	0.8198450854700855	0.8333333333333333	0.8055555555555556	0.8722741433021807	0.7656765676567657	0.7977207977207977	0.8498168498168498	0.6	0.0	0.62	0.0	0.7489915511593183	0.6082474226804123	0.7967914438502675	0.8194444444444444	0.7028301886792453	0.48360655737704916	0.9197530864197531	0.67	0.0	0.733	0.0	0.8971442357132589	0.9246861924686193	0.8217821782178218	0.8875502008032129	0.9120879120879121	0.9650655021834061	0.7477477477477478	0.657
all-MiniLM-L12-v2	1	0.523	0.0	0.514	0.0	0.4839983891682908	0.5162328950898847	0.47141600703605974	0.9600798403193613	0.3132060771328399	0.3530275229357798	0.95260663507109	0.392	0.0	0.418	0.0	0.5034651898734177	0.4430379746835443	0.5199999999999999	0.9545454545454546	0.35572139303482586	0.28846153846153844	0.9662162162162162	0.476	0.0	0.479	0.0	0.4956077280762232	0.49295774647887325	0.49650349650349646	0.9722222222222222	0.3333333333333333	0.330188679245283	0.9726027397260274	0.317	0.0	0.367	0.0	0.5158189827793351	0.368421052631579	0.5454545454545454	0.9210526315789473	0.38095238095238093	0.23026315789473684	0.96	0.53	0.0	0.531	0.0	0.5908910008603956	0.7343565525383706	0.43890274314214467	0.9688473520249221	0.29042904290429045	0.591254752851711	0.8979591836734694	0.398	0.0	0.367	0.0	0.47974418674116365	0.46594982078853053	0.4844290657439446	0.9027777777777778	0.330188679245283	0.3140096618357488	0.9090909090909091	0.425	0.0	0.493	0.0	0.7203914664457332	0.8661971830985915	0.32142857142857134	0.9879518072289156	0.1978021978021978	0.7711598746081505	0.8571428571428571	0.617
all-MiniLM-L12-v2_mask	1	0.672	0.0	0.679	0.0	0.804876688796352	0.6853146853146854	0.8515463917525773	0.782435129740519	0.8044409816906896	0.609642301710731	0.9045116075339465	0.64	0.0	0.633	0.0	0.8058928881474745	0.6007604562737643	0.8620236530880421	0.7181818181818181	0.8159203980099502	0.5163398692810458	0.9136490250696379	0.638	0.0	0.647	0.0	0.8044356686778379	0.6506024096385542	0.8564356435643563	0.75	0.812206572769953	0.574468085106383	0.9057591623036649	0.643	0.0	0.608	0.0	0.8092743432810702	0.5154639175257731	0.8683473389355743	0.6578947368421053	0.8201058201058201	0.423728813559322	0.9226190476190477	0.72	0.0	0.717	0.0	0.8237505482651114	0.8253968253968254	0.8220064724919095	0.8099688473520249	0.8382838283828383	0.8414239482200647	0.8063492063492064	0.581	0.0	0.596	0.0	0.7839839034205232	0.619047619047619	0.8400000000000001	0.7222222222222222	0.7924528301886793	0.5416666666666666	0.8936170212765957	0.669	0.0	0.733	0.0	0.8706057568982554	0.9004329004329004	0.7889908256880734	0.8353413654618473	0.945054945054945	0.9765258215962441	0.6771653543307087	0.617
multi-qa-distilbert-cos-v1	1	0.532	0.0	0.526	0.0	0.4643589355301978	0.5136698212407991	0.44511097780443915	0.9750499001996008	0.28905336969224776	0.34867951463240543	0.9674054758800521	0.409	0.0	0.427	0.0	0.4560340279342086	0.43058350100603615	0.4629981024667931	0.9727272727272728	0.3034825870646766	0.27648578811369506	0.976	0.484	0.0	0.484	0.0	0.48682370261317626	0.4895104895104895	0.48591549295774644	0.9722222222222222	0.323943661971831	0.32710280373831774	0.971830985915493	0.345	0.0	0.397	0.0	0.4219006989535415	0.35071090047393366	0.43621399176954734	0.9736842105263158	0.2804232804232804	0.2138728323699422	0.9814814814814815	0.559	0.0	0.565	0.0	0.5659885433321711	0.7285382830626449	0.3937823834196891	0.9781931464174455	0.2508250825082508	0.5804066543438078	0.9156626506024096	0.427	0.0	0.395	0.0	0.4308231767271329	0.45733788395904434	0.42181818181818187	0.9305555555555556	0.27358490566037735	0.3031674208144796	0.9206349206349206	0.485	0.0	0.567	0.0	0.7226258099306792	0.8681898066783831	0.3243243243243243	0.9919678714859438	0.1978021978021978	0.771875	0.9	0.621
multi-qa-distilbert-cos-v1_mask	1	0.67	0.0	0.68	0.0	0.8084575806699881	0.6862745098039216	0.8561503882304863	0.7684630738522954	0.8161277756135566	0.6199677938808373	0.9003008165019338	0.631	0.0	0.62	0.0	0.798264676548811	0.5955882352941176	0.8537234042553191	0.7363636363636363	0.7985074626865671	0.5	0.9171428571428571	0.626	0.0	0.639	0.0	0.8278008151692361	0.6909090909090909	0.874074074074074	0.7916666666666666	0.8309859154929577	0.6129032258064516	0.921875	0.633	0.0	0.591	0.0	0.766128996854994	0.4485981308411215	0.8299711815561959	0.631578947368421	0.7619047619047619	0.34782608695652173	0.9113924050632911	0.702	0.0	0.7	0.0	0.817345237351865	0.8201892744479495	0.8143322475570033	0.8099688473520249	0.8250825082508251	0.8306709265175719	0.8038585209003215	0.581	0.0	0.597	0.0	0.7746870991293111	0.608187134502924	0.8312342569269521	0.7222222222222222	0.7783018867924528	0.5252525252525253	0.8918918918918919	0.648	0.0	0.722	0.0	0.8676878373449289	0.898488120950324	0.7834101382488479	0.8353413654618473	0.9340659340659341	0.9719626168224299	0.6746031746031746	0.621
all-MiniLM-L6-v2	1	0.534	0.0	0.527	0.0	0.43000912503819966	0.504352278545827	0.400990099009901	0.9830339321357285	0.2524347487339307	0.3391873278236915	0.9744360902255639	0.424	0.0	0.447	0.0	0.4562822041984733	0.43599999999999994	0.4618320610687023	0.990909090909091	0.3009950248756219	0.2794871794871795	0.9918032786885246	0.476	0.0	0.489	0.0	0.4740742661818635	0.4931506849315069	0.4676258992805756	1.0	0.3051643192488263	0.32727272727272727	1.0	0.382	0.0	0.425	0.0	0.43862560025125835	0.3557692307692308	0.45528455284552843	0.9736842105263158	0.2962962962962963	0.21764705882352942	0.9824561403508771	0.582	0.0	0.588	0.0	0.5198537352902918	0.7157417893544733	0.31232876712328766	0.9844236760124611	0.18811881188118812	0.5622775800711743	0.9193548387096774	0.451	0.0	0.422	0.0	0.3747984087732502	0.4444444444444444	0.35114503816793896	0.9444444444444444	0.2169811320754717	0.2905982905982906	0.92	0.493	0.0	0.583	0.0	0.6867116290072423	0.8596187175043327	0.21359223300970875	0.9959839357429718	0.12087912087912088	0.7560975609756098	0.9166666666666666	0.655
all-MiniLM-L6-v2_mask	1	0.67	0.0	0.68	0.0	0.7786488932335383	0.6693290734824281	0.8213206732844195	0.8363273453093812	0.7413322945072068	0.5579227696404794	0.9206579583938075	0.628	0.0	0.63	0.0	0.7722372035327132	0.5889967637540453	0.8223776223776224	0.8272727272727273	0.7313432835820896	0.457286432160804	0.939297124600639	0.618	0.0	0.644	0.0	0.7655349540968209	0.6203208556149733	0.814621409921671	0.8055555555555556	0.7323943661971831	0.5043478260869565	0.9176470588235294	0.644	0.0	0.613	0.0	0.7827218457131768	0.5409836065573771	0.8313253012048192	0.868421052631579	0.7301587301587301	0.39285714285714285	0.965034965034965	0.714	0.0	0.715	0.0	0.8315926146639597	0.8392036753445636	0.8235294117647058	0.8535825545171339	0.8085808580858086	0.8253012048192772	0.839041095890411	0.583	0.0	0.609	0.0	0.7832062819680645	0.6368715083798882	0.8329048843187661	0.7916666666666666	0.7641509433962265	0.5327102803738317	0.9152542372881356	0.643	0.0	0.723	0.0	0.8862277613515603	0.9156118143459915	0.8058252427184466	0.8714859437751004	0.9120879120879121	0.9644444444444444	0.7217391304347827	0.655
multi-qa-MiniLM-L6-cos-v1	1	0.522	0.0	0.511	0.0	0.49247515455002416	0.5198380566801619	0.481794348965919	0.9610778443113772	0.3221659524737047	0.3562708102108768	0.9549653579676675	0.397	0.0	0.417	0.0	0.4960997908085928	0.4481327800829875	0.5092250922509226	0.9818181818181818	0.34328358208955223	0.2903225806451613	0.9857142857142858	0.449	0.0	0.454	0.0	0.5155718415965044	0.505338078291815	0.519031141868512	0.9861111111111112	0.352112676056338	0.3397129186602871	0.9868421052631579	0.359	0.0	0.41	0.0	0.47628428178274235	0.3681592039800995	0.4980237154150198	0.9736842105263158	0.3333333333333333	0.22699386503067484	0.984375	0.589	0.0	0.593	0.0	0.5803841131192846	0.731535756154748	0.42025316455696204	0.9719626168224299	0.2739273927392739	0.5864661654135338	0.9021739130434783	0.438	0.0	0.406	0.0	0.4532712361204609	0.456140350877193	0.4522968197879858	0.9027777777777778	0.3018867924528302	0.3051643192488263	0.9014084507042254	0.499	0.0	0.585	0.0	0.727749585749793	0.869718309859155	0.3392857142857143	0.9919678714859438	0.2087912087912088	0.774294670846395	0.9047619047619048	0.603
multi-qa-MiniLM-L6-cos-v1_mask	1	0.657	0.0	0.667	0.0	0.8185198672292241	0.6921641791044777	0.86784140969163	0.7405189620758483	0.8441760810284379	0.649737302977233	0.8928718582612278	0.63	0.0	0.617	0.0	0.8138427734375	0.6093750000000001	0.8697916666666666	0.7090909090909091	0.8308457711442786	0.5342465753424658	0.912568306010929	0.607	0.0	0.621	0.0	0.8219171116196288	0.6666666666666666	0.8743961352657005	0.7222222222222222	0.8497652582159625	0.6190476190476191	0.900497512437811	0.66	0.0	0.619	0.0	0.8067527813036662	0.5200000000000001	0.864406779661017	0.6842105263157895	0.8095238095238095	0.41935483870967744	0.9272727272727272	0.725	0.0	0.728	0.0	0.8316810686738464	0.8303715670436187	0.8330683624801273	0.8006230529595015	0.8646864686468647	0.8624161073825504	0.803680981595092	0.582	0.0	0.612	0.0	0.8162075903698051	0.6666666666666665	0.8669950738916257	0.75	0.8301886792452831	0.6	0.9072164948453608	0.663	0.0	0.744	0.0	0.8570605724602839	0.888402625820569	0.7713004484304932	0.8152610441767069	0.945054945054945	0.9759615384615384	0.6515151515151515	0.603
paraphrase-multilingual-mpnet-base-v2	1	0.576	0.0	0.556	0.0	0.5274095484872553	0.535180055401662	0.5243764172335601	0.9640718562874252	0.36034281262173745	0.370398773006135	0.9625390218522373	0.473	0.0	0.488	0.0	0.5201628389277211	0.4553191489361702	0.5379061371841155	0.9727272727272728	0.3706467661691542	0.2972222222222222	0.9802631578947368	0.519	0.0	0.53	0.0	0.570567867036011	0.5263157894736842	0.5855263157894737	0.9722222222222222	0.41784037558685444	0.36082474226804123	0.978021978021978	0.43	0.0	0.469	0.0	0.460371426103481	0.3627450980392157	0.4799999999999999	0.9736842105263158	0.31746031746031744	0.22289156626506024	0.9836065573770492	0.573	0.0	0.575	0.0	0.6054370986075815	0.7438016528925621	0.45885286783042395	0.9813084112149533	0.30363036303630364	0.5988593155893536	0.9387755102040817	0.464	0.0	0.44	0.0	0.5065515187611674	0.4855072463768116	0.5136986301369864	0.9305555555555556	0.35377358490566035	0.3284313725490196	0.9375	0.517	0.0	0.575	0.0	0.7196457110776957	0.8686514886164624	0.3119266055045872	0.9959839357429718	0.18681318681318682	0.7701863354037267	0.9444444444444444	0.504
paraphrase-multilingual-mpnet-base-v2_mask	1	0.687	0.0	0.688	0.0	0.819228123190982	0.7066079295154184	0.863188167625308	0.8003992015968064	0.8184651343981301	0.6324921135646687	0.9130812690134724	0.663	0.0	0.658	0.0	0.8196582193200663	0.6343283582089553	0.8703703703703705	0.7727272727272727	0.818407960199005	0.5379746835443038	0.9293785310734464	0.657	0.0	0.669	0.0	0.8381536568368314	0.7108433734939759	0.8811881188118811	0.8194444444444444	0.8356807511737089	0.6276595744680851	0.9319371727748691	0.671	0.0	0.642	0.0	0.799673824275405	0.5098039215686275	0.8579545454545454	0.6842105263157895	0.798941798941799	0.40625	0.9263803680981595	0.735	0.0	0.739	0.0	0.8509787727247661	0.8544600938967136	0.8472906403940887	0.8504672897196262	0.8514851485148515	0.8584905660377359	0.8431372549019608	0.602	0.0	0.621	0.0	0.8271713747406615	0.6909090909090909	0.8734491315136477	0.7916666666666666	0.8301886792452831	0.6129032258064516	0.9214659685863874	0.706	0.0	0.775	0.0	0.8805391494191385	0.9113924050632911	0.7961165048543689	0.8674698795180723	0.9010989010989011	0.96	0.7130434782608696	0.504
paraphrase-albert-small-v2	1	0.518	0.0	0.501	0.0	0.5321392687535745	0.5319506726457399	0.5322128851540616	0.9471057884231537	0.37008180755746006	0.36983632112236947	0.9471585244267199	0.416	0.0	0.441	0.0	0.5054804962297117	0.4518828451882845	0.5201465201465202	0.9818181818181818	0.35323383084577115	0.29347826086956524	0.9861111111111112	0.444	0.0	0.459	0.0	0.570567867036011	0.5263157894736842	0.5855263157894737	0.9722222222222222	0.41784037558685444	0.36082474226804123	0.978021978021978	0.384	0.0	0.443	0.0	0.4247038126712604	0.3584905660377358	0.4380165289256198	1.0	0.2804232804232804	0.21839080459770116	1.0	0.576	0.0	0.57	0.0	0.5635284472190614	0.7276940903823871	0.3896103896103896	0.9781931464174455	0.24752475247524752	0.5793357933579336	0.9146341463414634	0.43	0.0	0.4	0.0	0.4564235507924206	0.4705882352941176	0.45161290322580644	0.9444444444444444	0.2971698113207547	0.31336405529953915	0.9402985074626866	0.492	0.0	0.537	0.0	0.6883304265102267	0.8571428571428571	0.22641509433962267	0.9879518072289156	0.13186813186813187	0.7569230769230769	0.8	0.571
paraphrase-albert-small-v2_mask	1	0.649	0.0	0.649	0.0	0.8052752966105995	0.6641221374045801	0.8603728679095598	0.6946107784431138	0.8449552006232957	0.6361974405850092	0.8763636363636363	0.599	0.0	0.579	0.0	0.7880197807358467	0.5461847389558232	0.8541935483870968	0.6181818181818182	0.8233830845771144	0.4892086330935252	0.8873994638069705	0.604	0.0	0.606	0.0	0.8013690860372782	0.6282051282051283	0.859903381642512	0.6805555555555556	0.8356807511737089	0.5833333333333334	0.8855721393034826	0.59	0.0	0.543	0.0	0.7741491976652626	0.40860215053763443	0.8476454293628809	0.5	0.8095238095238095	0.34545454545454546	0.8895348837209303	0.706	0.0	0.704	0.0	0.8169507392981336	0.8112582781456954	0.8229813664596274	0.7632398753894081	0.8745874587458746	0.8657243816254417	0.7771260997067448	0.56	0.0	0.565	0.0	0.7896787986243763	0.5890410958904109	0.8578199052132702	0.5972222222222222	0.8537735849056604	0.581081081081081	0.861904761904762	0.643	0.0	0.7	0.0	0.8485493713595434	0.8820960698689956	0.7567567567567567	0.8112449799196787	0.9230769230769231	0.9665071770334929	0.6412213740458015	0.571
paraphrase-multilingual-MiniLM-L12-v2	1	0.595	0.0	0.569	0.0	0.4812424468291789	0.5208610151474887	0.4657777777777778	0.9780439121756487	0.30619400077911957	0.35494386091995656	0.9727722772277227	0.44	0.0	0.464	0.0	0.48081002063746847	0.4448979591836734	0.4906367041198502	0.990909090909091	0.32587064676616917	0.2868421052631579	0.9924242424242424	0.523	0.0	0.527	0.0	0.4982456140350877	0.49824561403508777	0.49824561403508777	0.9861111111111112	0.3333333333333333	0.3333333333333333	0.9861111111111112	0.356	0.0	0.42	0.0	0.46331340188302367	0.37073170731707317	0.4819277108433735	1.0	0.31746031746031744	0.2275449101796407	1.0	0.581	0.0	0.582	0.0	0.5548240172391274	0.7258064516129031	0.37368421052631573	0.9813084112149533	0.23432343234323433	0.5758683729433273	0.922077922077922	0.465	0.0	0.438	0.0	0.45840183012841396	0.4668989547038327	0.4555160142348754	0.9305555555555556	0.3018867924528302	0.3116279069767442	0.927536231884058	0.455	0.0	0.54	0.0	0.663059163059163	0.8537005163511187	0.14141414141414144	0.9959839357429718	0.07692307692307693	0.7469879518072289	0.875	0.581
paraphrase-multilingual-MiniLM-L12-v2_mask	1	0.678	0.0	0.677	0.0	0.7758539489281118	0.6756652526031623	0.8149614961496151	0.874251497005988	0.7214647448383327	0.5505971087366436	0.9362992922143579	0.632	0.0	0.635	0.0	0.7599591931359838	0.5705128205128206	0.8117977528089887	0.8090909090909091	0.7189054726368159	0.4405940594059406	0.932258064516129	0.615	0.0	0.63	0.0	0.7660814997335303	0.6282722513089005	0.812664907651715	0.8333333333333334	0.7230046948356808	0.5042016806722689	0.927710843373494	0.659	0.0	0.641	0.0	0.7553221113493441	0.4793388429752066	0.8108108108108109	0.7631578947368421	0.7142857142857143	0.3493975903614458	0.9375	0.711	0.0	0.722	0.0	0.8248956356453874	0.8360902255639098	0.8130360205831904	0.8660436137071651	0.7821782178217822	0.8081395348837209	0.8464285714285714	0.58	0.0	0.596	0.0	0.7680945696575873	0.6276595744680851	0.8157894736842105	0.8194444444444444	0.7311320754716981	0.5086206896551724	0.9226190476190477	0.645	0.0	0.744	0.0	0.8887022082743312	0.9182389937106917	0.8078817733990148	0.8795180722891566	0.9010989010989011	0.9605263157894737	0.7321428571428571	0.581
paraphrase-MiniLM-L3-v2	1	0.494	0.0	0.487	0.0	0.3827422746842692	0.48905472636815916	0.34124438742783836	0.9810379241516967	0.20724581223217764	0.3257123923127899	0.9655172413793104	0.383	0.0	0.409	0.0	0.40335842930958166	0.42145593869731796	0.39840637450199207	1.0	0.24875621890547264	0.2669902912621359	1.0	0.43	0.0	0.438	0.0	0.3721349220317735	0.46006389776357826	0.3424124513618677	1.0	0.20657276995305165	0.2987551867219917	1.0	0.36	0.0	0.399	0.0	0.4414897877452943	0.3636363636363636	0.45714285714285713	1.0	0.2962962962962963	0.2222222222222222	1.0	0.511	0.0	0.518	0.0	0.48358506610950425	0.707452725250278	0.24641833810888253	0.9906542056074766	0.1419141914191419	0.5501730103806228	0.9347826086956522	0.395	0.0	0.362	0.0	0.3406537827698424	0.4394904458598726	0.30708661417322836	0.9583333333333334	0.18396226415094338	0.28512396694214875	0.9285714285714286	0.386	0.0	0.436	0.0	0.6459776137175518	0.8512820512820513	0.08421052631578947	1.0	0.04395604395604396	0.7410714285714286	1.0	0.653
paraphrase-MiniLM-L3-v2_mask	1	0.638	0.0	0.651	0.0	0.770332323501395	0.6565373850459816	0.814750916540867	0.8193612774451098	0.7358784573432022	0.5476984656437625	0.91256038647343	0.608	0.0	0.61	0.0	0.7952842534072453	0.6089965397923875	0.8462585034013606	0.8	0.7736318407960199	0.49162011173184356	0.933933933933934	0.604	0.0	0.62	0.0	0.7910283598612917	0.6519337016574586	0.8380462724935733	0.8194444444444444	0.7652582159624414	0.5412844036697247	0.9261363636363636	0.622	0.0	0.592	0.0	0.8021818003483864	0.5370370370370371	0.8554913294797688	0.7631578947368421	0.783068783068783	0.4142857142857143	0.9426751592356688	0.693	0.0	0.695	0.0	0.8138420721002763	0.8237082066869301	0.8033898305084747	0.8442367601246106	0.7821782178217822	0.8041543026706232	0.8257839721254355	0.533	0.0	0.544	0.0	0.7471589200407708	0.5824175824175823	0.8031088082901555	0.7361111111111112	0.7311320754716981	0.4818181818181818	0.8908045977011494	0.648	0.0	0.711	0.0	0.8859779205799966	0.9159663865546218	0.803921568627451	0.8755020080321285	0.9010989010989011	0.960352422907489	0.7256637168141593	0.653
distiluse-base-multilingual-cased-v1	1	0.548	0.0	0.543	0.0	0.4159921219805719	0.49822064056939497	0.3838951310861423	0.9780439121756487	0.23957927541877677	0.33424283765347884	0.9654631083202512	0.396	0.0	0.422	0.0	0.3693132398654199	0.4090056285178236	0.35845213849287166	0.990909090909091	0.21890547263681592	0.2576832151300236	0.9887640449438202	0.472	0.0	0.486	0.0	0.40032836100947555	0.4640522875816993	0.3787878787878788	0.9861111111111112	0.2347417840375587	0.3034188034188034	0.9803921568627451	0.346	0.0	0.414	0.0	0.33480176211453744	0.33480176211453744	0.33480176211453744	1.0	0.20105820105820105	0.20105820105820105	1.0	0.606	0.0	0.609	0.0	0.504309581322893	0.7144456886898097	0.2816901408450704	0.9937694704049844	0.16501650165016502	0.5576923076923077	0.9615384615384616	0.462	0.0	0.433	0.0	0.39951029943617045	0.46052631578947373	0.3787878787878788	0.9722222222222222	0.2358490566037736	0.3017241379310345	0.9615384615384616	0.464	0.0	0.521	0.0	0.6192050334565065	0.8455008488964345	0.0	1.0	0.0	0.7323529411764705	0.0	0.667
